"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "gene_ex_bin" "gen_feat" "count_var" "length_var" "density_var" "prop_var" "rel_pos" "pos_group"
"164" "LR999944.1" 6000001 8000000 10 3.03 12933853 0.975625156 0.335956 "Autosome" "1" "rpt" 3339 575323 1.6695 0.2876615 0.541215405803669 "1"
"165" "LR999944.1" 8000001 10000000 11 6.79 12933853 0.709492777 0.330133 "Autosome" "0" "rpt" 3615 470116 1.8075 0.235058 0.69584836784522 "2"
"166" "LR999944.1" 10000001 12000000 5 4.728 12933853 0.440249929 0.340062 "Autosome" "1" "rpt" 3676 589664 1.838 0.294832 0.850481329886771 "4"
"167" "LR999944.1" 12000001 12933853 3 4.076666667 12933853 0.518684233 0.344186 "Autosome" "1" "rpt" 1193 150910 1.27750299029933 0.161599309527302 0.963898924782893 "5"
"168" "LR999945.1" 1 2000000 9 5.312222222 12861081 1.782300324 0.349962 "Autosome" "1" "rpt" 3161 389903 1.5805 0.1949515 0.0777540006162779 "5"
"169" "LR999945.1" 2000001 4000000 12 7.8825 12861081 0.867306436 0.337695 "Autosome" "1" "rpt" 4095 545553 2.0475 0.2727765 0.233261924094872 "3"
"170" "LR999945.1" 4000001 6000000 16 5.634375 12861081 2.480386983 0.324908 "Autosome" "1" "rpt" 2867 351287 1.4335 0.1756435 0.388769847573466 "2"
"171" "LR999945.1" 6000001 8000000 5 3.58 12861081 1.286604057 0.32947 "Autosome" "1" "rpt" 3230 431153 1.615 0.2155765 0.54427777105206 "1"
"172" "LR999945.1" 8000001 10000000 5 4.194 12861081 1.096827243 0.333136 "Autosome" "1" "rpt" 3056 433166 1.528 0.216583 0.699785694530654 "2"
"173" "LR999945.1" 10000001 12000000 9 5.054444444 12861081 0.629982363 0.327318 "Autosome" "1" "rpt" 3634 476328 1.817 0.238164 0.855293618009248 "4"
"174" "LR999945.1" 12000001 12861081 4 1.885 12861081 0.43 0.342283 "Autosome" "1" "rpt" 1448 189082 1.681607189103 0.219586775227882 0.966523809312763 "5"
"175" "LR999946.1" 1 2000000 9 4.757777778 12594674 0.234881767 0.369426 "Autosome" "1" "rpt" 3581 649987 1.7905 0.3249935 0.0793986807439399 "5"
"176" "LR999946.1" 2000001 4000000 4 4.56 12594674 0.554256258 0.333687 "Autosome" "1" "rpt" 4515 591745 2.2575 0.2958725 0.238195962833179 "3"
"177" "LR999946.1" 4000001 6000000 9 5.333333333 12594674 1.160032327 0.328809 "Autosome" "1" "rpt" 3341 414634 1.6705 0.207317 0.396993244922417 "2"
"178" "LR999946.1" 6000001 8000000 9 2.056666667 12594674 1.803378773 0.322374 "Autosome" "1" "rpt" 2855 384569 1.4275 0.1922845 0.555790527011656 "1"
"179" "LR999946.1" 8000001 10000000 17 2.898235294 12594674 0.288968755 0.323865 "Autosome" "1" "rpt" 3113 408122 1.5565 0.204061 0.714587809100895 "3"
"180" "LR999946.1" 10000001 12000000 2 0 12594674 0 0.32677 "Autosome" "0" "rpt" 3680 482392 1.84 0.241196 0.873385091190133 "4"
"181" "LR999946.1" 12000001 12594674 2 0 12594674 0 0.344424 "Autosome" "1" "rpt" 738 120791 1.2410160861245 0.203121374063773 0.976391885967037 "5"
"182" "LR999947.1" 1 2000000 4 3.77 11704087 0.9 0.341985 "Autosome" "1" "rpt" 4162 603067 2.081 0.3015335 0.0854402825269498 "5"
"183" "LR999947.1" 2000001 4000000 11 5.204545455 11704087 1.503970503 0.334886 "Autosome" "1" "rpt" 4435 602909 2.2175 0.3014545 0.25632076214061 "3"
"184" "LR999947.1" 4000001 6000000 6 4.753333333 11704087 2.589591988 0.327668 "Autosome" "1" "rpt" 4094 598129 2.047 0.2990645 0.427201241754269 "1"
"185" "LR999947.1" 6000001 8000000 12 3.8725 11704087 2.91191947 0.332507 "Autosome" "1" "rpt" 4200 625846 2.1 0.312923 0.598081721367929 "1"
"186" "LR999947.1" 8000001 10000000 3 2.09 11704087 0.502294734 0.331353 "Autosome" "1" "rpt" 4283 580724 2.1415 0.290362 0.768962200981589 "3"
"187" "LR999947.1" 10000001 11704087 4 0 11704087 0 0.339444 "Autosome" "1" "rpt" 3288 461209 1.92947895265911 0.270648740351872 0.927201241754269 "5"
"188" "LR999948.1" 1 2000000 6 5.871666667 11326783 0.72763773 0.356239 "Autosome" "1" "rpt" 4312 675668 2.156 0.337834 0.0882863651576975 "5"
"189" "LR999948.1" 2000001 4000000 5 4.55 11326783 1.30510536 0.336686 "Autosome" "1" "rpt" 4306 626012 2.153 0.313006 0.264859007186771 "3"
"190" "LR999948.1" 4000001 6000000 7 3.661428571 11326783 0.985857133 0.327785 "Autosome" "1" "rpt" 4104 562121 2.052 0.2810605 0.441431649215845 "1"
"191" "LR999948.1" 6000001 8000000 8 4.27125 11326783 0.623089938 0.325328 "Autosome" "0" "rpt" 3469 452514 1.7345 0.226257 0.618004291244919 "2"
"192" "LR999948.1" 8000001 10000000 4 0.7275 11326783 0.548718203 0.336587 "Autosome" "1" "rpt" 4573 584655 2.2865 0.2923275 0.794576933273993 "3"
"193" "LR999948.1" 10000001 11326783 2 1.225 11326783 0.16263456 0.34841 "Autosome" "1" "rpt" 2604 371398 1.96264196933485 0.279923695133266 0.941431649215845 "5"
"194" "LR999949.1" 1 2000000 5 1.938 11199261 0.908223541 0.364682 "Autosome" "1" "rpt" 3849 630456 1.9245 0.315228 0.0892916505830161 "5"
"195" "LR999949.1" 2000001 4000000 7 2.864285714 11199261 1.800730011 0.333807 "Autosome" "1" "rpt" 3777 521950 1.8885 0.260975 0.267874862457443 "3"
"196" "LR999949.1" 4000001 6000000 8 4.46 11199261 0.546443044 0.331168 "Autosome" "1" "rpt" 3999 513831 1.9995 0.2569155 0.446458074331869 "1"
"197" "LR999949.1" 6000001 8000000 5 3.556 11199261 0.403150096 0.34672 "Autosome" "1" "rpt" 4155 605720 2.0775 0.30286 0.625041286206295 "2"
"198" "LR999949.1" 8000001 10000000 4 9.75 11199261 4.020049751 0.344896 "Autosome" "1" "rpt" 5231 716145 2.6155 0.3580725 0.803624498080722 "4"
"199" "LR999949.1" 10000001 11199261 1 NA 11199261 NA 0.35407 "Autosome" "1" "rpt" 2681 346357 2.2355433888036 0.288808691352425 0.946458074331869 "5"
"200" "LR999950.1" 1 2000000 6 2.831666667 9960137 1.260006614 0.345187 "Autosome" "1" "rpt" 3846 555575 1.923 0.2777875 0.100400275618699 "4"
"201" "LR999950.1" 2000001 4000000 15 6.82 9960137 1.6634946 0.334746 "Autosome" "1" "rpt" 3621 482868 1.8105 0.241434 0.301200726455871 "2"
"202" "LR999950.1" 4000001 6000000 11 5.115454545 9960137 2.571246249 0.331243 "Autosome" "0" "rpt" 3432 445272 1.716 0.222636 0.502001177293043 "1"
"203" "LR999950.1" 6000001 8000000 8 8.44375 9960137 1.8714848 0.327026 "Autosome" "1" "rpt" 3542 422300 1.771 0.21115 0.702801628130216 "3"
"204" "LR999950.1" 8000001 9960137 11 1.113636364 9960137 0.188003868 0.341348 "Autosome" "1" "rpt" 4059 557368 2.07077362449666 0.284351552978185 0.901600951874457 "5"
"205" "LR999951.1" 1 2000000 13 6.048461538 9839934 1.323510774 0.33768 "Autosome" "1" "rpt" 5057 654849 2.5285 0.3274245 0.101626748715997 "4"
"206" "LR999951.1" 2000001 4000000 8 5.1975 9839934 0.395898616 0.3379 "Autosome" "1" "rpt" 4103 579604 2.0515 0.289802 0.304880144521295 "2"
"207" "LR999951.1" 4000001 6000000 10 6.805 9839934 1.190165721 0.33347 "Autosome" "1" "rpt" 4756 637634 2.378 0.318817 0.508133540326592 "1"
"208" "LR999951.1" 6000001 8000000 0 NA 9839934 NA 0.338847 "Autosome" "1" "rpt" 4786 623185 2.393 0.3115925 0.711386936131889 "3"
"209" "LR999951.1" 8000001 9839934 0 NA 9839934 NA 0.343851 "Autosome" "1" "rpt" 3675 476920 1.99735425292429 0.259204949742763 0.906506842423943 "5"
"210" "LR999952.1" 1 2000000 3 4.266666667 8262369 0.06350853 0.371514 "Autosome" "1" "rpt" 4960 750496 2.48 0.375248 0.121030723754894 "4"
"211" "LR999952.1" 2000001 4000000 8 4.3175 8262369 2.013233008 0.336376 "Autosome" "0" "rpt" 5250 651461 2.625 0.3257305 0.363092050234019 "2"
"212" "LR999952.1" 4000001 6000000 5 2.306 8262369 0.949199663 0.338948 "Autosome" "1" "rpt" 5089 675888 2.5445 0.337944 0.605153376713144 "2"
"213" "LR999952.1" 6000001 8000000 4 1.52 8262369 0 0.346215 "Autosome" "1" "rpt" 5127 659435 2.5635 0.3297175 0.847214703192268 "4"
"214" "LR999952.1" 8000001 8262369 0 NA 8262369 NA 0.39268 "Autosome" "0" "rpt" 795 115291 3.03008358456982 0.439423102576905 0.984122713473581 "5"
"215" "LR999953.1" 1 2000000 5 5.328 8178468 1.446070538 0.358142 "Autosome" "0" "rpt" 5345 698289 2.6725 0.3491445 0.122272349784825 "4"
"216" "LR999953.1" 2000001 4000000 5 2.262 8178468 1.570245204 0.363925 "Autosome" "1" "rpt" 4452 787382 2.226 0.393691 0.366816927082187 "2"
"217" "LR999953.1" 4000001 6000000 6 10.83 8178468 0 0.358333 "Autosome" "1" "rpt" 4305 744617 2.1525 0.3723085 0.611361504379549 "2"
"218" "LR999953.1" 6000001 8000000 4 10.83 8178468 0 0.360406 "Autosome" "1" "rpt" 5846 851760 2.923 0.42588 0.855906081676911 "4"
"219" "LR999953.1" 8000001 8178468 0 NA 8178468 NA 0.364782 "Autosome" "1" "rpt" 483 79650 2.70636752807226 0.446298496088935 0.989089215730868 "5"
"220" "LR999954.1" 1 2000000 3 15.06 7379297 0 0.352387 "Autosome" "1" "rpt" 5470 733422 2.735 0.366711 0.135514331514235 "4"
"221" "LR999954.1" 2000001 4000000 4 0.9125 7379297 0.846930733 0.344298 "Autosome" "1" "rpt" 5601 733887 2.8005 0.3669435 0.406542859028441 "1"
"222" "LR999954.1" 4000001 6000000 3 2.39 7379297 0 0.348224 "Autosome" "0" "rpt" 6166 790988 3.083 0.395494 0.677571386542648 "2"
"223" "LR999954.1" 6000001 7379297 0 NA 7379297 NA 0.359909 "Autosome" "1" "rpt" 3705 497784 2.68615098851081 0.360896891677427 0.906542859028441 "5"
"224" "LR999955.1" 1 2000000 1 6.42 6166334 NA 0.362958 "Autosome" "1" "rpt" 6349 870302 3.1745 0.435151 0.162170991710796 "4"
"225" "LR999955.1" 2000001 4000000 7 5.262857143 6166334 1.20200824 0.359482 "Autosome" "1" "rpt" 5731 800874 2.8655 0.400437 0.486512812961478 "1"
"226" "LR999955.1" 4000001 6000000 4 5.7775 6166334 4.263045664 0.356357 "Autosome" "1" "rpt" 6319 837768 3.1595 0.418884 0.810854634212159 "4"
"227" "LR999955.1" 6000001 6166334 0 NA 6166334 NA 0.384822 "Autosome" "0" "rpt" 444 84909 2.66932797864538 0.510472903916217 0.986512812961478 "5"
"228" "LR999924.1" 1 2000000 11 1.3 17040296 0.339882333 0.357385 "Z" "1" "SINE" 450 81220 0.225 0.04061 0.0586844559507652 "5"
"229" "LR999924.1" 2000001 4000000 15 4.864666667 17040296 1.966831631 0.323664 "Z" "0" "SINE" 552 97665 0.276 0.0488325 0.176053309167869 "4"
"230" "LR999924.1" 4000001 6000000 13 5.563076923 17040296 2.52030218 0.320664 "Z" "1" "SINE" 450 86360 0.225 0.04318 0.293422162384973 "3"
"231" "LR999924.1" 6000001 8000000 18 2.039444444 17040296 0.245847208 0.320596 "Z" "1" "SINE" 351 67462 0.1755 0.033731 0.410791015602076 "1"
"232" "LR999924.1" 8000001 10000000 18 2.612777778 17040296 0.277738886 0.31786 "Z" "1" "SINE" 400 71839 0.2 0.0359195 0.52815986881918 "1"
"233" "LR999924.1" 10000001 12000000 9 1.642222222 17040296 0.225043206 0.318933 "Z" "0" "SINE" 300 56214 0.15 0.028107 0.645528722036284 "2"
"234" "LR999924.1" 12000001 14000000 18 2.061111111 17040296 0.159775169 0.318563 "Z" "1" "SINE" 314 54575 0.157 0.0272875 0.762897575253388 "3"
"235" "LR999924.1" 14000001 16000000 3 3.646666667 17040296 0.38682468 0.325422 "Z" "1" "SINE" 393 70491 0.1965 0.0352455 0.880266428470491 "4"
"236" "LR999924.1" 16000001 17040296 9 0.54 17040296 0 0.346551 "Z" "0" "SINE" 199 37826 0.191291709282743 0.0363608050016534 0.969475442210628 "5"
"237" "LR999925.1" 1 2000000 4 3.3575 16607008 0.475 0.335227 "Autosome" "1" "SINE" 579 107950 0.2895 0.053975 0.0602155728473184 "5"
"238" "LR999925.1" 2000001 4000000 12 5.881666667 16607008 0.465790303 0.326583 "Autosome" "1" "SINE" 436 78898 0.218 0.039449 0.180646658326413 "4"
"239" "LR999925.1" 4000001 6000000 16 4.909375 16607008 1.50785264 0.323858 "Autosome" "1" "SINE" 421 73295 0.2105 0.0366475 0.301077743805507 "2"
"240" "LR999925.1" 6000001 8000000 12 2.006666667 16607008 0.154645244 0.324281 "Autosome" "0" "SINE" 348 62108 0.174 0.031054 0.421508829284601 "1"
"241" "LR999925.1" 8000001 10000000 12 1.670833333 16607008 0.724298511 0.317807 "Autosome" "0" "SINE" 261 47895 0.1305 0.0239475 0.541939914763695 "1"
"242" "LR999925.1" 10000001 12000000 6 2.383333333 16607008 1.427524664 0.325742 "Autosome" "1" "SINE" 421 78126 0.2105 0.039063 0.662371000242789 "2"
"243" "LR999925.1" 12000001 14000000 17 3.302352941 16607008 1.077308738 0.323169 "Autosome" "1" "SINE" 605 106678 0.3025 0.053339 0.782802085721883 "3"
"244" "LR999925.1" 14000001 16000000 12 0.820833333 16607008 0.241000126 0.330759 "Autosome" "1" "SINE" 425 79414 0.2125 0.039707 0.903233171200977 "5"
"245" "LR999925.1" 16000001 16607008 2 1.09 16607008 0.212132034 0.354608 "Autosome" "0" "SINE" 110 20102 0.181216722020138 0.0331165322368074 0.981724372024148 "5"
"246" "LR999926.1" 1 2000000 7 1.834285714 16362069 1.861243824 0.343466 "Autosome" "1" "SINE" 327 60281 0.1635 0.0301405 0.0611169956562339 "5"
"247" "LR999926.1" 2000001 4000000 11 2.250909091 16362069 1.61022641 0.330335 "Autosome" "1" "SINE" 617 116867 0.3085 0.0584335 0.183350925851737 "4"
"248" "LR999926.1" 4000001 6000000 14 0.963571429 16362069 1.427157515 0.322006 "Autosome" "1" "SINE" 349 65918 0.1745 0.032959 0.30558485604724 "2"
"249" "LR999926.1" 6000001 8000000 14 1.767142857 16362069 1.447004484 0.327111 "Autosome" "1" "SINE" 389 71425 0.1945 0.0357125 0.427818786242742 "1"
"250" "LR999926.1" 8000001 10000000 8 4.695 16362069 0.958540557 0.328157 "Autosome" "1" "SINE" 418 79384 0.209 0.039692 0.550052716438245 "1"
"251" "LR999926.1" 10000001 12000000 10 2.482 16362069 0.19395303 0.33031 "Autosome" "1" "SINE" 455 85750 0.2275 0.042875 0.672286646633748 "2"
"252" "LR999926.1" 12000001 14000000 5 2.84 16362069 0.293428015 0.335146 "Autosome" "0" "SINE" 632 120075 0.316 0.0600375 0.794520576829251 "3"
"253" "LR999926.1" 14000001 16000000 7 1.225714286 16362069 1.235244337 0.33011 "Autosome" "0" "SINE" 695 127023 0.3475 0.0635115 0.916754507024753 "5"
"254" "LR999926.1" 16000001 16362069 3 0 16362069 0 0.361437 "Autosome" "0" "SINE" 63 9048 0.173999983428573 0.0249897119057417 0.988935751340494 "5"
"255" "LR999927.1" 1 2000000 3 1.966666667 16090551 0.548482756 0.373176 "Autosome" "1" "SINE" 451 83226 0.2255 0.041613 0.06214830679198 "5"
"256" "LR999927.1" 2000001 4000000 2 1.47 16090551 2.078893937 0.332586 "Autosome" "1" "SINE" 564 104623 0.282 0.0523115 0.186444858227664 "4"
"257" "LR999927.1" 4000001 6000000 4 1.58 16090551 0.215870331 0.322847 "Autosome" "1" "SINE" 247 43800 0.1235 0.0219 0.310741409663348 "2"
"258" "LR999927.1" 6000001 8000000 10 2.04 16090551 0.114406682 0.312304 "Autosome" "1" "SINE" 266 49944 0.133 0.024972 0.435037961099033 "1"
"259" "LR999927.1" 8000001 10000000 24 1.898333333 16090551 0.537738151 0.320019 "Autosome" "1" "SINE" 471 89154 0.2355 0.044577 0.559334512534717 "1"
"260" "LR999927.1" 10000001 12000000 18 3.549444444 16090551 2.003110734 0.320206 "Autosome" "0" "SINE" 510 95794 0.255 0.047897 0.683631063970401 "2"
"261" "LR999927.1" 12000001 14000000 13 7.354615385 16090551 1.748154338 0.323384 "Autosome" "1" "SINE" 596 109643 0.298 0.0548215 0.807927615406085 "4"
"262" "LR999927.1" 14000001 16000000 12 3.843333333 16090551 1.755046404 0.33842 "Autosome" "1" "SINE" 704 122092 0.352 0.061046 0.932224166841769 "5"
"263" "LR999927.1" 16000001 16090551 0 NA 16090551 NA 0.410233 "Autosome" "0" "SINE" 5 504 0.0552175017393513 0.00556592417532661 0.997186236816875 "5"
"264" "LR999928.1" 1 2000000 10 1.584 16000791 1.019239368 0.337216 "Autosome" "1" "SINE" 657 122879 0.3285 0.0614395 0.0624969415574518 "5"
"265" "LR999928.1" 2000001 4000000 11 2.951818182 16000791 0.732267959 0.325036 "Autosome" "1" "SINE" 537 95011 0.2685 0.0475055 0.187490762175445 "4"
"266" "LR999928.1" 4000001 6000000 6 4.695 16000791 0.824663568 0.323987 "Autosome" "1" "SINE" 504 94865 0.252 0.0474325 0.312484582793438 "2"
"267" "LR999928.1" 6000001 8000000 11 1.297272727 16000791 0.490858247 0.324204 "Autosome" "0" "SINE" 244 47563 0.122 0.0237815 0.437478403411431 "1"
"268" "LR999928.1" 8000001 10000000 9 1.873333333 16000791 1.017877694 0.322981 "Autosome" "1" "SINE" 350 63580 0.175 0.03179 0.562472224029425 "1"
"269" "LR999928.1" 10000001 12000000 12 5.4325 16000791 2.521893679 0.322307 "Autosome" "1" "SINE" 473 90145 0.2365 0.0450725 0.687466044647418 "2"
"270" "LR999928.1" 12000001 14000000 8 6.73 16000791 3.416435068 0.325651 "Autosome" "0" "SINE" 574 104271 0.287 0.0521355 0.812459865265411 "4"
"271" "LR999928.1" 14000001 16000000 10 2.88 16000791 0.69988888 0.33514 "Autosome" "1" "SINE" 543 94015 0.2715 0.0470075 0.937453685883404 "5"
"272" "LR999928.1" 16000001 16000791 0 NA 16000791 NA 0.379267 "Autosome" "0" "SINE" 0 0 0 0 0.999975313720428 "5"
"273" "LR999929.1" 1 2000000 3 0.88 15952094 0.22627417 0.337126 "Autosome" "1" "SINE" 595 111347 0.2975 0.0556735 0.062687726138023 "5"
"274" "LR999929.1" 2000001 4000000 6 4.31 15952094 2.577339714 0.33066 "Autosome" "1" "SINE" 566 101385 0.283 0.0506925 0.188063115726374 "4"
"275" "LR999929.1" 4000001 6000000 10 1.997 15952094 0.869866529 0.322365 "Autosome" "1" "SINE" 455 86715 0.2275 0.0433575 0.313438505314725 "2"
"276" "LR999929.1" 6000001 8000000 11 5.637272727 15952094 1.474090166 0.321537 "Autosome" "1" "SINE" 570 111368 0.285 0.055684 0.438813894903077 "1"
"277" "LR999929.1" 8000001 10000000 9 0.575555556 15952094 0.518823455 0.321394 "Autosome" "1" "SINE" 441 83788 0.2205 0.041894 0.564189284491428 "1"
"278" "LR999929.1" 10000001 12000000 5 2.516 15952094 1.052154932 0.330909 "Autosome" "1" "SINE" 601 111187 0.3005 0.0555935 0.689564674079779 "2"
"279" "LR999929.1" 12000001 14000000 7 1.7 15952094 1.296546695 0.327603 "Autosome" "1" "SINE" 410 76500 0.205 0.03825 0.81494006366813 "4"
"280" "LR999929.1" 14000001 15952094 7 4.558571429 15952094 0.530359267 0.343727 "Autosome" "0" "SINE" 699 130424 0.358077018832085 0.0668123563721829 0.938813894903077 "5"
"281" "LR999930.1" 1 2000000 9 0.62 15715213 0.605784615 0.332994 "Autosome" "1" "SINE" 509 94785 0.2545 0.0473925 0.0636326405502744 "5"
"282" "LR999930.1" 2000001 4000000 7 1.742857143 15715213 0.553314687 0.31773 "Autosome" "1" "SINE" 380 69462 0.19 0.034731 0.190897858018215 "4"
"283" "LR999930.1" 4000001 6000000 3 0.55 15715213 0.507444578 0.321131 "Autosome" "1" "SINE" 441 80799 0.2205 0.0403995 0.318163075486155 "2"
"284" "LR999930.1" 6000001 8000000 7 2.99 15715213 1.720959035 0.313787 "Autosome" "1" "SINE" 294 55000 0.147 0.0275 0.445428292954095 "1"
"285" "LR999930.1" 8000001 10000000 6 3.146666667 15715213 1.722018196 0.318904 "Autosome" "1" "SINE" 331 62039 0.1655 0.0310195 0.572693510422035 "1"
"286" "LR999930.1" 10000001 12000000 7 4.088571429 15715213 2.172214144 0.324445 "Autosome" "1" "SINE" 579 101721 0.2895 0.0508605 0.699958727889975 "2"
"287" "LR999930.1" 12000001 14000000 11 6.585454545 15715213 1.932068134 0.334594 "Autosome" "1" "SINE" 646 119163 0.323 0.0595815 0.827223945357915 "4"
"288" "LR999930.1" 14000001 15715213 6 1.085 15715213 1.230280456 0.339553 "Autosome" "0" "SINE" 550 97793 0.320659883058256 0.0570150762616655 0.945428292954095 "5"
"289" "LR999931.1" 1 2000000 7 1.631428571 15572524 1.114800858 0.344759 "Autosome" "1" "SINE" 543 98166 0.2715 0.049083 0.0642156981103384 "5"
"290" "LR999931.1" 2000001 4000000 9 6.885555556 15572524 1.810629111 0.330118 "Autosome" "0" "SINE" 676 119886 0.338 0.059943 0.192647030115349 "4"
"291" "LR999931.1" 4000001 6000000 7 5.412857143 15572524 3.053040639 0.328829 "Autosome" "0" "SINE" 416 73304 0.208 0.036652 0.32107836212036 "2"
"292" "LR999931.1" 6000001 8000000 6 3.881666667 15572524 1.924218456 0.323777 "Autosome" "0" "SINE" 278 48057 0.139 0.0240285 0.449509694125371 "1"
"293" "LR999931.1" 8000001 10000000 14 1.886428571 15572524 0.620342426 0.323491 "Autosome" "0" "SINE" 284 49118 0.142 0.024559 0.577941026130382 "1"
"294" "LR999931.1" 10000001 12000000 7 1.76 15572524 1.307465742 0.328862 "Autosome" "1" "SINE" 273 51369 0.1365 0.0256845 0.706372358135393 "3"
"295" "LR999931.1" 12000001 14000000 17 0.461176471 15572524 0.250671158 0.325357 "Autosome" "1" "SINE" 508 89155 0.254 0.0445775 0.834803690140404 "4"
"296" "LR999931.1" 14000001 15572524 6 1.85 15572524 0 0.338565 "Autosome" "1" "SINE" 287 50259 0.182509138175316 0.0319607204723108 0.949509694125371 "5"
"297" "LR999932.1" 1 2000000 7 11.71142857 15426761 1.490004794 0.336339 "Autosome" "1" "SINE" 714 133212 0.357 0.066606 0.0648224536569925 "5"
"298" "LR999932.1" 2000001 4000000 6 4.566666667 15426761 1.561661508 0.339295 "Autosome" "0" "SINE" 856 162868 0.428 0.081434 0.194467296148556 "4"
"299" "LR999932.1" 4000001 6000000 4 2.2625 15426761 2.615509829 0.328986 "Autosome" "0" "SINE" 604 117710 0.302 0.058855 0.32411213864012 "2"
"300" "LR999932.1" 6000001 8000000 8 1.5225 15426761 0.480825184 0.321742 "Autosome" "1" "SINE" 281 51852 0.1405 0.025926 0.453756981131684 "1"
"301" "LR999932.1" 8000001 10000000 8 1.08 15426761 0.70652065 0.310988 "Autosome" "1" "SINE" 266 46299 0.133 0.0231495 0.583401823623248 "1"
"302" "LR999932.1" 10000001 12000000 6 0 15426761 0 0.321043 "Autosome" "0" "SINE" 310 51655 0.155 0.0258275 0.713046666114812 "3"
"303" "LR999932.1" 12000001 14000000 3 10.93 15426761 1.541525219 0.327094 "Autosome" "1" "SINE" 671 123618 0.3355 0.061809 0.842691508606376 "4"
"304" "LR999932.1" 14000001 15426761 6 4.751666667 15426761 2.977169237 0.351394 "Autosome" "1" "SINE" 458 88833 0.321006811932762 0.0622620046384783 0.953756981131684 "5"
"305" "LR999933.1" 1 2000000 6 3.393333333 15296561 1.269719129 0.338157 "Autosome" "0" "SINE" 794 145387 0.397 0.0726935 0.0653742040449484 "5"
"306" "LR999933.1" 2000001 4000000 5 6.796 15296561 2.022740715 0.326144 "Autosome" "1" "SINE" 631 113276 0.3155 0.056638 0.196122546760674 "4"
"307" "LR999933.1" 4000001 6000000 11 2.125454545 15296561 0.045025245 0.320224 "Autosome" "1" "SINE" 499 93128 0.2495 0.046564 0.326870889476399 "2"
"308" "LR999933.1" 6000001 8000000 7 1.434285714 15296561 2.159937168 0.315228 "Autosome" "1" "SINE" 315 57019 0.1575 0.0285095 0.457619232192125 "1"
