"row.names" "chrom" "begin" "end" "count_rpt" "length_rpt" "count_SINE" "length_SINE" "count_DNA" "length_DNA" "count_TcM" "length_TcM" "count_LINE" "length_LINE" "count_LTR" "length_LTR" "count_nonLTR" "length_nonLTR" "count_simple" "length_simple" "count_gene" "length_gene" "count_gene_ex" "length_gene_ex" "chr_type" "gene_ex_bin"
"177" "5" "LR999925.1" 500001 6e+05 212 28679 29 5127 9 1207 0 0 7 1916 2 474 32 6636 32 1087 1 8858 0 0 "Autosome" "0"
"178" "6" "LR999925.1" 600001 7e+05 165 24349 29 4705 8 587 1 93 11 2972 1 109 31 9332 19 681 1 11473 0 0 "Autosome" "0"
"179" "7" "LR999925.1" 700001 8e+05 180 24836 25 4700 14 1588 3 414 14 3399 1 44 21 7394 54 2183 4 22895 0 0 "Autosome" "0"
"180" "8" "LR999925.1" 800001 9e+05 184 20583 36 6629 17 2203 2 144 9 878 3 238 19 2709 28 1006 0 0 0 0 "Autosome" "0"
"181" "9" "LR999925.1" 900001 1e+06 255 39841 42 7402 23 2358 4 764 18 6617 1 121 33 9328 34 1274 0 0 0 0 "Autosome" "0"
"182" "10" "LR999925.1" 1e+06 1100000 201 27307 30 6007 20 5108 0 0 9 1156 5 2247 19 3291 38 1491 8 38579 0 0 "Autosome" "0"
"183" "11" "LR999925.1" 1100000 1200000 191 22169 35 6204 7 408 0 0 10 1609 2 336 17 3168 31 1279 2 2560 0 0 "Autosome" "0"
"184" "12" "LR999925.1" 1200000 1300000 221 29851 41 8260 4 285 1 70 16 3039 2 108 27 6927 35 1327 1 3868 0 0 "Autosome" "0"
"185" "13" "LR999925.1" 1300000 1400000 200 31801 34 6518 15 1266 0 0 13 4444 0 0 27 9129 22 857 0 0 0 0 "Autosome" "0"
"186" "14" "LR999925.1" 1400000 1500000 195 30255 39 7154 10 1000 0 0 8 1075 5 774 30 12186 36 1549 0 0 0 0 "Autosome" "0"
"187" "15" "LR999925.1" 1500000 1600000 196 20304 27 5340 15 1639 0 0 7 702 2 185 19 2044 33 1141 1 3962 0 0 "Autosome" "0"
"188" "16" "LR999925.1" 1600000 1700000 205 31954 22 5787 11 2246 1 283 10 2196 5 3940 27 4616 34 1355 0 0 0 0 "Autosome" "0"
"189" "17" "LR999925.1" 1700000 1800000 182 23179 23 4419 26 6906 0 0 10 1189 1 76 11 1275 38 1543 5 11549 0 0 "Autosome" "0"
"190" "18" "LR999925.1" 1800000 1900000 159 16237 22 3784 15 1669 1 550 6 595 0 0 20 2219 35 1345 3 6580 0 0 "Autosome" "0"
"191" "19" "LR999925.1" 1900000 2e+06 116 12533 20 4268 9 1545 0 0 4 347 2 102 7 842 28 1046 5 26992 0 0 "Autosome" "0"
"192" "20" "LR999925.1" 2e+06 2100000 88 10822 7 1651 5 575 0 0 3 2143 0 0 10 1622 22 982 5 18128 0 0 "Autosome" "0"
"193" "21" "LR999925.1" 2100000 2200000 144 16721 18 3342 17 2223 0 0 6 1027 0 0 12 2457 32 1364 3 9307 0 0 "Autosome" "0"
"194" "22" "LR999925.1" 2200000 2300000 165 25993 26 4272 17 1757 0 0 15 5269 7 3912 17 4150 28 1202 0 0 1 389 "Autosome" "1"
"195" "23" "LR999925.1" 2300000 2400000 160 26090 36 6012 8 1060 0 0 7 1524 8 3799 13 5338 22 872 0 0 1 2975 "Autosome" "1"
"196" "24" "LR999925.1" 2400000 2500000 205 33450 30 6444 21 3992 0 0 19 6412 0 0 25 6044 24 864 0 0 0 0 "Autosome" "0"
"197" "25" "LR999925.1" 2500000 2600000 160 22971 29 5482 16 3130 0 0 6 735 2 156 17 5182 25 1059 4 19563 0 0 "Autosome" "0"
"198" "26" "LR999925.1" 2600000 2700000 145 16392 32 4040 7 1566 0 0 4 371 3 928 17 2975 39 1738 4 16916 0 0 "Autosome" "0"
"199" "27" "LR999925.1" 2700000 2800000 160 23448 29 6249 6 546 0 0 13 4761 1 111 14 3173 27 1228 3 7695 0 0 "Autosome" "0"
"200" "28" "LR999925.1" 2800000 2900000 116 23043 18 3337 18 2014 0 0 10 5347 0 0 10 8352 33 1465 5 29806 1 1310 "Autosome" "1"
"201" "29" "LR999925.1" 2900000 3e+06 123 13741 34 6489 8 575 0 0 4 405 0 0 10 1748 33 1489 4 13838 0 0 "Autosome" "0"
"202" "30" "LR999925.1" 3e+06 3100000 127 14192 11 1619 6 1448 0 0 2 410 7 2406 6 811 39 1830 3 10403 0 0 "Autosome" "0"
"203" "31" "LR999925.1" 3100000 3200000 126 13158 30 5221 14 1802 0 0 2 302 0 0 11 822 37 1766 5 23507 0 0 "Autosome" "0"
"204" "32" "LR999925.1" 3200000 3300000 132 17885 22 4180 12 805 0 0 11 2578 0 0 15 5036 31 1420 3 3796 0 0 "Autosome" "0"
"205" "33" "LR999925.1" 3300000 3400000 147 27973 15 2633 6 5078 0 0 9 865 6 5928 13 5296 34 1353 0 0 0 0 "Autosome" "0"
"206" "34" "LR999925.1" 3400000 3500000 104 9209 13 2111 7 1460 0 0 6 575 1 45 10 1221 45 1727 9 41172 0 0 "Autosome" "0"
"207" "35" "LR999925.1" 3500000 3600000 118 12025 13 2298 8 789 0 0 3 398 0 0 7 1648 35 1658 7 32353 0 0 "Autosome" "0"
"208" "36" "LR999925.1" 3600000 3700000 128 16503 13 2299 9 1660 0 0 4 684 0 0 10 4384 33 1388 1 4902 0 0 "Autosome" "0"
"209" "37" "LR999925.1" 3700000 3800000 116 17298 20 3808 0 0 0 0 4 1862 2 85 8 1284 34 1473 2 9787 0 0 "Autosome" "0"
"210" "38" "LR999925.1" 3800000 3900000 116 14311 25 4196 12 850 0 0 2 393 1 56 13 4809 29 1220 0 0 0 0 "Autosome" "0"
"211" "39" "LR999925.1" 3900000 4e+06 136 22398 14 2927 6 503 0 0 7 4815 4 297 14 4816 27 1191 4 23588 0 0 "Autosome" "0"
"212" "40" "LR999925.1" 4e+06 4100000 200 23552 34 5928 13 1273 2 432 13 2219 1 95 13 3431 36 1535 3 18692 0 0 "Autosome" "0"
"213" "41" "LR999925.1" 4100000 4200000 171 25890 28 4954 14 3342 0 0 9 1768 1 76 16 6852 39 1666 1 4614 1 1075 "Autosome" "1"
"214" "42" "LR999925.1" 4200000 4300000 195 20247 32 5247 9 945 0 0 12 1223 1 52 10 1370 47 1867 3 11522 0 0 "Autosome" "0"
"215" "43" "LR999925.1" 4300000 4400000 201 39599 11 1943 30 4907 2 363 13 2599 0 0 34 18220 34 1540 7 27282 0 0 "Autosome" "0"
"216" "44" "LR999925.1" 4400000 4500000 163 20140 26 3943 5 559 0 0 9 2249 1 84 17 2599 25 1303 0 0 0 0 "Autosome" "0"
"217" "45" "LR999925.1" 4500000 4600000 118 13374 15 3045 13 2671 1 147 2 226 1 41 7 981 33 1565 12 38401 0 0 "Autosome" "0"
"218" "46" "LR999925.1" 4600000 4700000 109 14195 10 1887 8 759 1 251 4 512 1 88 6 5672 46 2155 11 34899 2 6451 "Autosome" "1"
"219" "47" "LR999925.1" 4700000 4800000 133 12395 24 3893 6 417 0 0 7 903 2 140 19 2005 32 1280 7 26325 0 0 "Autosome" "0"
"220" "48" "LR999925.1" 4800000 4900000 105 12656 11 1994 11 810 0 0 5 757 0 0 8 3976 38 1849 6 13547 1 8651 "Autosome" "1"
"221" "49" "LR999925.1" 4900000 5e+06 134 19216 30 5817 10 855 0 0 2 312 0 0 19 7409 34 1397 6 16974 0 0 "Autosome" "0"
"222" "50" "LR999925.1" 5e+06 5100000 136 17049 19 3004 17 2659 6 1108 8 3655 0 0 7 1279 30 1438 6 26388 0 0 "Autosome" "0"
"223" "51" "LR999925.1" 5100000 5200000 98 11500 14 2834 3 2610 0 0 2 359 0 0 11 1418 31 1186 4 4005 0 0 "Autosome" "0"
"224" "52" "LR999925.1" 5200000 5300000 110 12045 12 2344 9 1974 0 0 4 736 0 0 8 1205 33 1345 7 17456 0 0 "Autosome" "0"
"225" "53" "LR999925.1" 5300000 5400000 154 21041 15 3205 12 1303 1 67 5 1387 0 0 15 5510 41 1878 10 45623 0 0 "Autosome" "0"
"226" "54" "LR999925.1" 5400000 5500000 109 10304 13 2074 13 1592 1 86 3 264 1 116 9 930 32 1521 7 36461 0 0 "Autosome" "0"
"227" "55" "LR999925.1" 5500000 5600000 164 19725 27 4872 8 895 0 0 9 1381 0 0 15 3519 36 1500 2 17111 0 0 "Autosome" "0"
"228" "56" "LR999925.1" 5600000 5700000 133 18971 28 5432 11 2990 0 0 6 665 1 65 11 4131 28 1303 7 29671 0 0 "Autosome" "0"
"229" "57" "LR999925.1" 5700000 5800000 155 22129 18 2392 17 2955 2 1152 20 6470 7 833 17 3446 33 1357 2 4758 0 0 "Autosome" "0"
"230" "58" "LR999925.1" 5800000 5900000 152 16999 31 5543 10 1457 0 0 7 1070 0 0 9 2074 28 1214 1 3355 0 0 "Autosome" "0"
"231" "59" "LR999925.1" 5900000 6e+06 167 23330 23 2944 12 2932 0 0 8 3027 8 2823 10 2687 34 1497 0 0 1 2453 "Autosome" "1"
"232" "60" "LR999925.1" 6e+06 6100000 119 15365 19 2895 4 1509 0 0 8 987 1 70 17 4845 33 1462 1 6600 0 0 "Autosome" "0"
"233" "61" "LR999925.1" 6100000 6200000 105 14086 6 1362 11 1608 0 0 3 1300 4 2660 9 1051 36 1872 6 32672 0 0 "Autosome" "0"
"234" "62" "LR999925.1" 6200000 6300000 95 11252 4 714 15 2503 0 0 7 2424 2 119 7 1572 31 1170 7 17573 0 0 "Autosome" "0"
"235" "63" "LR999925.1" 6300000 6400000 115 12911 19 3361 8 810 0 0 4 556 0 0 5 2279 32 1262 6 48501 0 0 "Autosome" "0"
"236" "64" "LR999925.1" 6400000 6500000 128 15495 10 2595 4 336 1 64 5 1006 3 247 8 4162 41 1637 7 33709 0 0 "Autosome" "0"
"237" "65" "LR999925.1" 6500000 6600000 103 11379 10 2558 10 1973 4 994 11 894 1 87 2 143 33 1319 9 38782 0 0 "Autosome" "0"
"238" "66" "LR999925.1" 6600000 6700000 124 13507 14 2774 5 928 0 0 3 361 0 0 6 685 24 1034 4 9220 0 0 "Autosome" "0"
"239" "67" "LR999925.1" 6700000 6800000 125 17981 22 4948 13 2084 2 903 7 1325 0 0 10 4066 24 1069 0 0 0 0 "Autosome" "0"
"240" "68" "LR999925.1" 6800000 6900000 183 19960 22 4126 15 1234 0 0 4 341 2 142 10 1823 32 1115 2 4709 0 0 "Autosome" "0"
"241" "69" "LR999925.1" 6900000 7e+06 172 26853 34 5983 10 2488 0 0 11 1473 6 6306 22 3341 33 1416 1 513 0 0 "Autosome" "0"
"242" "70" "LR999925.1" 7e+06 7100000 132 12733 30 5205 9 669 2 177 10 1504 2 139 7 880 30 1180 3 18946 0 0 "Autosome" "0"
"243" "71" "LR999925.1" 7100000 7200000 152 20975 32 5008 14 1052 0 0 14 5432 1 83 15 4605 24 880 1 6505 0 0 "Autosome" "0"
"244" "72" "LR999925.1" 7200000 7300000 130 17038 23 2934 7 578 0 0 7 1500 1 79 16 5396 33 1437 3 9864 0 0 "Autosome" "0"
"245" "73" "LR999925.1" 7300000 7400000 108 10204 12 2224 4 340 0 0 8 1195 0 0 6 965 32 1136 0 0 0 0 "Autosome" "0"
"246" "74" "LR999925.1" 7400000 7500000 89 8983 12 1836 6 838 0 0 5 874 0 0 7 808 23 1152 4 7705 0 0 "Autosome" "0"
"247" "75" "LR999925.1" 7500000 7600000 87 10405 9 1964 6 1476 1 915 3 206 2 154 7 1467 25 1155 4 11645 0 0 "Autosome" "0"
"248" "76" "LR999925.1" 7600000 7700000 130 16497 13 1533 3 385 1 324 5 4333 0 0 14 3412 34 1620 2 16696 0 0 "Autosome" "0"
"249" "77" "LR999925.1" 7700000 7800000 132 14421 20 3913 5 534 2 355 5 612 2 1414 9 1970 48 2087 4 12117 0 0 "Autosome" "0"
"250" "78" "LR999925.1" 7800000 7900000 108 15751 27 4271 3 258 0 0 4 2356 1 171 9 3288 31 1206 2 25476 0 0 "Autosome" "0"
"251" "79" "LR999925.1" 7900000 8e+06 86 10573 9 1622 7 615 0 0 7 4271 1 70 3 438 25 1052 4 13560 0 0 "Autosome" "0"
"252" "80" "LR999925.1" 8e+06 8100000 99 13078 10 1836 11 1732 4 637 10 1406 1 89 9 1356 25 1356 5 16758 0 0 "Autosome" "0"
"253" "81" "LR999925.1" 8100000 8200000 74 5260 5 767 6 524 1 137 1 33 1 101 6 966 36 1500 4 15981 0 0 "Autosome" "0"
"254" "82" "LR999925.1" 8200000 8300000 127 13977 19 4017 10 1174 1 92 3 558 2 138 9 1588 38 1735 8 28344 0 0 "Autosome" "0"
"255" "83" "LR999925.1" 8300000 8400000 91 8089 10 1752 3 317 0 0 6 560 5 823 7 1156 37 1708 3 3664 0 0 "Autosome" "0"
"256" "84" "LR999925.1" 8400000 8500000 125 14575 17 3440 7 743 0 0 6 848 0 0 7 2637 44 1868 0 0 0 0 "Autosome" "0"
"257" "85" "LR999925.1" 8500000 8600000 98 10941 15 2731 4 1138 1 409 6 1791 0 0 4 458 37 1678 6 22094 0 0 "Autosome" "0"
"258" "86" "LR999925.1" 8600000 8700000 106 13141 11 2390 15 2353 0 0 6 594 2 171 7 2371 25 1135 2 6154 0 0 "Autosome" "0"
"259" "87" "LR999925.1" 8700000 8800000 140 20210 6 1016 19 5708 0 0 7 2736 0 0 9 989 40 1947 3 3385 0 0 "Autosome" "0"
"260" "88" "LR999925.1" 8800000 8900000 104 9614 4 839 4 617 0 0 3 320 1 68 17 2193 41 1689 9 29467 0 0 "Autosome" "0"
"261" "89" "LR999925.1" 8900000 9e+06 135 16397 14 2646 12 1153 0 0 7 1962 4 697 19 4313 38 1602 6 42381 0 0 "Autosome" "0"
"262" "90" "LR999925.1" 9e+06 9100000 136 12930 17 1920 11 1995 0 0 9 1000 1 48 8 783 36 1477 0 0 0 0 "Autosome" "0"
"263" "91" "LR999925.1" 9100000 9200000 123 18876 25 4447 6 543 0 0 9 4387 1 3656 9 871 33 1284 1 4586 0 0 "Autosome" "0"
"264" "92" "LR999925.1" 9200000 9300000 129 18920 15 2978 16 2666 0 0 4 609 1 62 15 5104 34 1696 3 18804 0 0 "Autosome" "0"
"265" "93" "LR999925.1" 9300000 9400000 92 11105 13 2317 4 355 0 0 6 419 2 126 8 4058 32 1290 5 35555 0 0 "Autosome" "0"
"266" "94" "LR999925.1" 9400000 9500000 70 8615 5 953 10 3748 2 1503 3 228 2 155 5 690 24 1002 1 645 0 0 "Autosome" "0"
"267" "95" "LR999925.1" 9500000 9600000 83 9555 6 1444 7 1124 1 317 3 296 1 77 9 1742 25 1072 4 17903 0 0 "Autosome" "0"
"268" "96" "LR999925.1" 9600000 9700000 115 12188 12 1998 13 949 0 0 13 1704 1 101 11 1454 26 1157 0 0 0 0 "Autosome" "0"
"269" "97" "LR999925.1" 9700000 9800000 126 21231 19 2884 5 546 0 0 9 5333 1 77 17 6907 31 1311 0 0 0 0 "Autosome" "0"
"270" "98" "LR999925.1" 9800000 9900000 161 31047 24 4460 15 3772 0 0 4 2542 12 7460 9 3173 39 1481 0 0 0 0 "Autosome" "0"
"271" "99" "LR999925.1" 9900000 1e+07 147 24263 14 3060 28 5087 1 462 7 1266 1 95 12 7107 30 1353 2 8627 0 0 "Autosome" "0"
"272" "100" "LR999925.1" 1e+07 10100000 145 23007 20 3723 5 367 0 0 4 2629 8 4600 17 4923 37 1578 1 7255 0 0 "Autosome" "0"
"273" "101" "LR999925.1" 10100000 10200000 148 15904 28 5006 12 2307 0 0 9 1302 2 184 14 1972 43 1676 1 3730 0 0 "Autosome" "0"
"274" "102" "LR999925.1" 10200000 10300000 108 8584 16 2670 5 360 0 0 9 1113 1 98 4 593 44 1772 2 14346 0 0 "Autosome" "0"
"275" "103" "LR999925.1" 10300000 10400000 118 18629 14 2117 9 2933 0 0 3 458 10 4127 7 3611 31 1190 0 0 0 0 "Autosome" "0"
"276" "104" "LR999925.1" 10400000 10500000 122 17665 19 4613 9 1151 1 66 6 857 6 2425 9 2258 34 1802 7 39966 0 0 "Autosome" "0"
"277" "105" "LR999925.1" 10500000 10600000 104 10190 19 3018 6 335 0 0 1 76 0 0 8 1452 32 1374 4 14691 0 0 "Autosome" "0"
"278" "106" "LR999925.1" 10600000 10700000 125 16254 24 3698 12 3151 1 1054 4 2124 1 51 14 2082 27 1156 2 4482 0 0 "Autosome" "0"
"279" "107" "LR999925.1" 10700000 10800000 162 22370 21 4864 11 2592 1 168 11 1074 5 4429 14 2137 46 1892 3 10638 0 0 "Autosome" "0"
"280" "108" "LR999925.1" 10800000 10900000 130 17334 15 2820 12 2864 0 0 9 3770 1 174 10 1165 33 1443 6 22226 0 0 "Autosome" "0"
"281" "109" "LR999925.1" 10900000 1.1e+07 114 19641 15 2272 9 1380 2 684 4 702 0 0 12 10377 35 1611 7 22141 0 0 "Autosome" "0"
"282" "110" "LR999925.1" 1.1e+07 11100000 138 16171 18 3418 14 2259 0 0 3 511 1 38 12 3566 40 1828 6 25298 0 0 "Autosome" "0"
"283" "111" "LR999925.1" 11100000 11200000 154 16613 27 5219 12 1594 0 0 8 604 0 0 8 875 35 1436 1 2522 0 0 "Autosome" "0"
"284" "112" "LR999925.1" 11200000 11300000 121 13345 15 2536 8 2043 0 0 2 1012 0 0 8 1160 39 1480 0 0 0 0 "Autosome" "0"
"285" "113" "LR999925.1" 11300000 11400000 154 17353 28 5651 13 1186 0 0 4 481 1 91 13 2560 41 1521 3 10179 0 0 "Autosome" "0"
"286" "114" "LR999925.1" 11400000 11500000 173 23382 35 7172 15 2300 3 1280 13 4315 2 174 16 2452 39 1592 0 0 0 0 "Autosome" "0"
"287" "115" "LR999925.1" 11500000 11600000 151 15977 30 4221 6 627 0 0 5 1335 3 257 11 1735 36 1593 7 43340 0 0 "Autosome" "0"
"288" "116" "LR999925.1" 11600000 11700000 171 40517 3 247 20 5091 0 0 5 1196 12 9201 20 14079 40 1582 4 26839 3 15477 "Autosome" "1"
"289" "117" "LR999925.1" 11700000 11800000 196 28066 19 4667 19 5545 4 913 14 2395 1 206 20 3275 34 1484 2 3903 6 27903 "Autosome" "1"
"290" "118" "LR999925.1" 11800000 11900000 189 25649 30 5515 11 2406 1 89 4 1875 1 72 18 4865 33 1633 7 25870 0 0 "Autosome" "0"
"291" "119" "LR999925.1" 11900000 1.2e+07 142 15341 25 4679 11 1164 0 0 4 712 2 167 10 2023 36 1539 1 1730 0 0 "Autosome" "0"
"292" "120" "LR999925.1" 1.2e+07 12100000 205 29604 40 7276 13 1029 0 0 12 5192 2 215 22 6348 33 1359 0 0 0 0 "Autosome" "0"
"293" "121" "LR999925.1" 12100000 12200000 130 14776 22 4847 8 1404 2 889 3 305 2 111 15 2163 27 1164 1 3159 0 0 "Autosome" "0"
"294" "122" "LR999925.1" 12200000 12300000 175 22929 44 7355 3 1223 0 0 6 3356 2 169 22 2509 25 927 0 0 0 0 "Autosome" "0"
"295" "123" "LR999925.1" 12300000 12400000 158 16934 37 6865 6 553 0 0 8 817 3 185 24 2884 33 1182 3 16377 0 0 "Autosome" "0"
"296" "124" "LR999925.1" 12400000 12500000 139 14662 27 4766 16 1185 0 0 7 833 1 45 12 1341 20 717 0 0 0 0 "Autosome" "0"
"297" "125" "LR999925.1" 12500000 12600000 159 17280 28 4957 8 599 1 123 7 1007 3 169 19 3035 34 1479 0 0 0 0 "Autosome" "0"
"298" "126" "LR999925.1" 12600000 12700000 187 27350 37 5761 21 2512 0 0 9 3308 3 237 23 6140 29 1079 1 5638 0 0 "Autosome" "0"
"299" "127" "LR999925.1" 12700000 12800000 156 15965 23 3893 9 1134 0 0 2 365 1 127 10 1319 41 1766 2 6370 0 0 "Autosome" "0"
"300" "128" "LR999925.1" 12800000 12900000 113 11882 21 4172 7 539 2 114 4 505 2 1520 0 0 46 2169 12 61557 0 0 "Autosome" "0"
"301" "129" "LR999925.1" 12900000 1.3e+07 108 14058 11 2222 12 1611 0 0 6 3015 5 1198 4 466 32 1407 7 33406 1 452 "Autosome" "1"
"302" "130" "LR999925.1" 1.3e+07 13100000 111 9639 15 2126 9 751 0 0 5 657 0 0 5 762 36 1520 7 19775 0 0 "Autosome" "0"
"303" "131" "LR999925.1" 13100000 13200000 186 27870 33 6003 12 1133 0 0 17 5037 1 35 26 7566 29 1221 2 6964 0 0 "Autosome" "0"
"304" "132" "LR999925.1" 13200000 13300000 171 19446 33 5405 13 1165 0 0 12 3314 1 63 15 2507 43 1928 1 4618 0 0 "Autosome" "0"
"305" "133" "LR999925.1" 13300000 13400000 209 22811 39 6411 13 2895 2 355 8 1452 1 100 19 1991 35 1442 1 2049 0 0 "Autosome" "0"
"306" "134" "LR999925.1" 13400000 13500000 246 44099 29 4393 14 3016 0 0 21 8979 8 4399 19 7934 41 1608 0 0 1 2971 "Autosome" "1"
"307" "135" "LR999925.1" 13500000 13600000 157 18610 30 5079 14 2668 2 1589 7 808 0 0 26 3843 28 1520 1 1861 0 0 "Autosome" "0"
"308" "136" "LR999925.1" 13600000 13700000 183 22220 34 7534 5 238 1 73 9 2282 0 0 24 5406 44 1631 1 3373 0 0 "Autosome" "0"
"309" "137" "LR999925.1" 13700000 13800000 178 24133 44 6935 7 1064 0 0 10 1042 1 87 24 6867 29 1265 1 9079 0 0 "Autosome" "0"
"310" "138" "LR999925.1" 13800000 13900000 150 17957 32 5665 4 217 0 0 7 1011 1 108 24 5320 36 1676 1 608 0 0 "Autosome" "0"
"311" "139" "LR999925.1" 13900000 1.4e+07 162 19511 26 5013 6 645 0 0 12 1507 3 154 16 5149 32 1386 1 2487 0 0 "Autosome" "0"
"312" "140" "LR999925.1" 1.4e+07 14100000 153 21827 16 2891 8 1880 3 243 12 2688 11 4229 14 2540 34 1371 8 22686 0 0 "Autosome" "0"
"313" "141" "LR999925.1" 14100000 14200000 159 19683 28 5084 8 605 0 0 6 3586 0 0 11 1806 39 1523 5 12328 0 0 "Autosome" "0"
"314" "142" "LR999925.1" 14200000 14300000 172 19929 39 7152 7 1571 0 0 9 1452 0 0 23 3105 43 1684 3 6121 1 1533 "Autosome" "1"
"315" "143" "LR999925.1" 14300000 14400000 108 11721 17 3271 13 1521 0 0 5 796 0 0 13 2150 30 1237 6 31399 0 0 "Autosome" "0"
"316" "144" "LR999925.1" 14400000 14500000 135 16038 24 4334 10 655 0 0 4 516 2 2358 11 1204 30 1145 5 21356 1 3422 "Autosome" "1"
"317" "145" "LR999925.1" 14500000 14600000 171 18738 22 4315 10 810 2 171 3 580 2 168 32 5409 40 1702 4 17174 0 0 "Autosome" "0"
"318" "146" "LR999925.1" 14600000 14700000 162 18598 19 3962 9 992 0 0 8 2230 2 116 14 1682 38 1789 5 15482 0 0 "Autosome" "0"
"319" "147" "LR999925.1" 14700000 14800000 120 14746 18 3475 12 1391 1 401 5 359 5 1883 10 1725 29 1236 1 1544 0 0 "Autosome" "0"
"320" "148" "LR999925.1" 14800000 14900000 90 15940 6 1055 3 527 0 0 8 1024 1 156 15 10099 33 1273 4 7054 0 0 "Autosome" "0"
"321" "149" "LR999925.1" 14900000 1.5e+07 97 9756 1 304 4 363 0 0 2 371 1 19 6 2293 40 2101 19 68755 0 0 "Autosome" "0"
"322" "150" "LR999925.1" 1.5e+07 15100000 149 18618 20 4112 17 3073 1 88 8 1427 7 513 14 2470 31 1198 8 30919 0 0 "Autosome" "0"
"323" "151" "LR999925.1" 15100000 15200000 107 16979 14 2426 10 1018 0 0 7 4682 4 3059 10 1547 37 1586 5 21707 0 0 "Autosome" "0"
"324" "152" "LR999925.1" 15200000 15300000 189 19434 25 3929 15 2099 0 0 5 766 1 43 22 2557 41 1839 2 1610 0 0 "Autosome" "0"
"325" "153" "LR999925.1" 15300000 15400000 158 22592 27 4948 13 1584 0 0 5 863 2 199 23 6587 26 1106 2 4740 0 0 "Autosome" "0"
"326" "154" "LR999925.1" 15400000 15500000 152 16095 29 4628 11 931 0 0 5 438 1 27 23 3783 27 1011 1 8945 0 0 "Autosome" "0"
"327" "155" "LR999925.1" 15500000 15600000 168 20616 19 4197 4 347 0 0 4 698 19 5489 19 2476 41 1628 6 20019 0 0 "Autosome" "0"
"328" "156" "LR999925.1" 15600000 15700000 171 21165 24 4740 16 1962 0 0 3 264 4 164 23 6229 30 1100 5 31127 0 0 "Autosome" "0"
"329" "157" "LR999925.1" 15700000 15800000 123 17804 20 3724 10 1935 2 1088 0 0 5 4611 10 1722 31 1507 4 18243 0 0 "Autosome" "0"
"330" "158" "LR999925.1" 15800000 15900000 155 20019 39 7004 14 2055 0 0 2 458 4 3638 18 1705 33 1422 0 0 0 0 "Autosome" "0"
"331" "159" "LR999925.1" 15900000 1.6e+07 188 26673 16 3242 34 2640 0 0 14 5161 1 76 18 5987 35 1386 4 26823 2 7509 "Autosome" "1"
"332" "160" "LR999925.1" 1.6e+07 16100000 191 29796 25 4928 8 2041 2 1245 13 5400 2 144 29 7840 33 1453 4 13282 0 0 "Autosome" "0"
"333" "161" "LR999925.1" 16100000 16200000 157 19319 28 4609 9 752 0 0 15 3674 0 0 12 3040 31 1374 0 0 0 0 "Autosome" "0"
"334" "162" "LR999925.1" 16200000 16300000 135 13890 22 3903 8 671 0 0 6 914 1 80 15 1672 34 1411 0 0 0 0 "Autosome" "0"
"335" "163" "LR999925.1" 16300000 16400000 121 19163 19 3796 2 55 0 0 8 4233 1 74 14 4599 24 998 0 0 0 0 "Autosome" "0"
"336" "164" "LR999925.1" 16400000 16500000 114 15848 11 1794 9 622 3 263 5 1149 1 42 15 5925 35 1454 0 0 0 0 "Autosome" "0"
"337" "165" "LR999925.1" 16500000 16600000 121 27044 5 1072 6 1776 1 44 8 2456 0 0 25 16013 42 2064 11 28852 0 0 "Autosome" "0"
"338" "166" "LR999925.1" 16600000 16607008 7 4978 0 0 1 181 1 181 1 306 0 0 5 4491 0 0 0 0 0 0 "Autosome" "0"
"339" "0" "LR999926.1" 1 1e+05 157 24414 7 1153 14 2390 2 378 12 3732 1 63 21 4385 28 3621 0 0 0 0 "Autosome" "0"
"340" "1" "LR999926.1" 100001 2e+05 127 19591 10 2423 6 1351 0 0 3 668 3 2616 8 2798 32 1214 0 0 0 0 "Autosome" "0"
"341" "2" "LR999926.1" 200001 3e+05 93 12420 3 227 8 769 1 73 1 71 0 0 4 5211 43 2376 13 24587 0 0 "Autosome" "0"
"342" "3" "LR999926.1" 300001 4e+05 100 15985 7 1567 6 1160 3 351 7 1582 1 41 11 7521 45 2083 2 10179 0 0 "Autosome" "0"
"343" "4" "LR999926.1" 400001 5e+05 47 4225 0 0 2 252 0 0 0 0 0 0 4 1679 26 1076 7 10732 0 0 "Autosome" "0"
"344" "5" "LR999926.1" 500001 6e+05 82 6437 11 1991 1 96 0 0 1 55 1 33 2 284 30 1239 1 2451 0 0 "Autosome" "0"
"345" "6" "LR999926.1" 600001 7e+05 168 24612 17 3535 10 1849 0 0 11 2295 5 726 19 7361 33 1246 2 4903 0 0 "Autosome" "0"
"346" "7" "LR999926.1" 700001 8e+05 136 13027 17 2910 7 852 0 0 5 1054 4 379 17 2130 48 2034 7 26192 0 0 "Autosome" "0"
"347" "8" "LR999926.1" 800001 9e+05 127 23057 12 2043 4 520 0 0 7 4163 0 0 20 8422 33 1485 0 0 0 0 "Autosome" "0"
"348" "9" "LR999926.1" 900001 1e+06 146 21106 30 5450 9 685 0 0 8 1028 2 129 20 7821 31 1423 3 10162 0 0 "Autosome" "0"
"349" "10" "LR999926.1" 1e+06 1100000 124 11996 14 2346 12 971 0 0 2 226 3 220 14 3341 41 1674 2 9377 0 0 "Autosome" "0"
"350" "11" "LR999926.1" 1100000 1200000 115 16059 16 2895 12 1133 0 0 8 2078 4 2089 10 2773 23 1092 7 34841 0 0 "Autosome" "0"
