orthogroup gr01 gr02	sp01 sp02	spM01 spM02	spT01 spT02	spV01 spV02	spMs01 spMs02	spVs01 spVs02
OG0004838 -10.1789165955942 -10.1789151614432	-10.0145671783664 -9.93995160840243	-9.96753717931864 -9.93195488897408	-9.93995409605784 -9.93995160840243	-9.64004273571212 -9.61390806896178	-10.1064373401124 -10.1019543421942	-9.6136960858461 -9.61370222133566
OG0004839 -10.1789166684517 -10.1789152509334	-10.15487041396 -10.1548589544817	-10.1253172367804 -10.1248251520994	-10.1548591368279 -10.1548589544817	-10.1245922158493 -10.126038121638	-10.1250949365145 -10.1244663841558	-10.1249886203173 -10.12446468787
OG0004840 -10.5843814169613 -10.584381358602	-10.5603205137695 -10.5603232207735	-10.5300252614006 -10.5299301134072	-10.5603281458028 -10.5603232207735	-10.7511548079585 -10.533412785363	-10.5299313025095 -10.5299275027951	-10.5299281926526 -10.5299300244626
OG0004841 -10.1789166180837 -10.1789152508082	-10.1544800793514 -10.1548589310438	-10.0224793349044 -10.1862233383017	-10.1548587702314 -10.1548589310438	-10.1951645134574 -10.1260381216331	-10.0918961351956 -10.1011482146831	-10.1244595951756 -10.1244646876555
OG0004842 -10.8720543168438 -10.8720639477524	-10.8480063639828 -10.8480092159765	-10.6664742437262 -10.6249002172755	-10.8480062136293 -10.8480092159765	-10.8182474946826 -10.9228295805007	-10.7838481145953 -10.7941923030594	-10.8176363876059 -10.8176118302049
OG0004843 -10.1789151153593 -10.1789152509175	-10.1548590530991 -10.1548589500989	-10.1245840766816 -10.1248251520986	-10.1549421407542 -10.1548589500989	-10.1445697912291 -10.1260381216375	-10.1244651544306 -10.1244663838695	-10.1244647408846 -10.1244646878421
OG0004844 -11.2775297225377 -11.2775288072574	-11.2534513001073 -11.253497024926	-11.2325471082467 -11.2232340027444	-11.0385650446216 -10.998078627199	-11.1105275617484 -11.0303619053049	-11.2242093121509 -11.2230768737267	-11.2008179832305 -11.2002603093246
OG0004845 -10.1789116403613 -10.1789152508241	-10.1551874427847 -10.1548589354265	-10.1245209527818 -10.1248251520929	-10.1548715085939 -10.1548589354265	-10.1985277569295 -10.1260381216335	-10.1482802204384 -10.1244663825792	-9.83291588796827 -10.1244646876834
OG0004846 -10.8720640105736 -10.872063949925	-10.8480089774945 -10.8480092161237	-10.829960762887 -10.8177618635826	-10.6331110355412 -10.6330993403019	-10.6917673885861 -10.6263208995779	-10.8176118135501 -10.8176118633592	-10.7948049330156 -10.7947966369302
OG0004847 -10.5843771083196 -10.584381358602	-10.5603274306544 -10.5603232207735	-10.5797975072097 -10.5299301134072	-10.5603272173605 -10.5603232207735	-8.27517644776251 -10.533412785363	-10.5299297698674 -10.5299275027951	-10.5300205918767 -10.5299300244626
OG0004848 -9.73160570532271 -10.1789152508083	-10.1548602084462 -10.154858931056	-10.1244531223801 -10.1248251520922	-10.1729550503466 -10.154858931056	-10.1304720243846 -10.1260381216331	-10.1244650955388 -10.1244663822932	-10.1245112472215 -10.1244646876555
OG0004849 -10.1789164505795 -10.1789152509175	-10.1658619713503 -10.1548589500989	-10.142666078269 -10.1248251520986	-10.1312024612425 -10.1548589500989	-10.1366498486936 -10.1260381216375	-10.1244648926094 -10.1244663838695	-10.1244893049448 -10.1244646878421
OG0004850 -10.1789134343758 -10.1789152509175	-10.1548589967126 -10.1548589500989	-10.1372795226025 -10.1248251520986	-10.1548736336732 -10.1548589500989	-10.1262866987546 -10.1260381216375	-10.1244662725471 -10.1244663838695	-10.1244612700277 -10.1244646878421
OG0004851 -11.552872468688 -11.5652110224105	-10.2695956922278 -10.269463913275	-10.8491517740552 -10.2749756406655	-11.5411599859311 -11.5411533100041	-10.2288772978181 -10.205851786282	-11.5107361834958 -11.5120662891176	-10.8989867567627 -10.8989868133097
OG0004852 -10.1789185199335 -10.1789152865638	-10.1548564584045 -10.1548589310547	-10.1296446548723 -10.1247898279319	-9.94001570911614 -9.93995160840255	-9.9319597331482 -10.0845282016644	-10.1244643016172 -10.1244663817505	-10.1082904054892 -10.101647422531
OG0004853 -10.1789169315231 -10.1789152865638	-10.1548590181362 -10.1548589310179	-10.1297134948276 -10.1247898279319	-9.93995419630024 -9.93995160840255	-9.93557065210329 -10.0845282016644	-10.1244721079262 -10.1244663817497	-10.1013653655973 -10.101647422531
OG0004854 -10.1789168404787 -10.1789152865638	-9.93033755470807 -9.93995160840255	-9.94784702237354 -9.93195488160231	-10.9473427612921 -10.1548589310547	-9.93183675002884 -9.93890001922485	-10.1019681460905 -10.1019548088693	-10.1016695755973 -10.101647422531
OG0004855 -10.1789122858623 -10.1789152508241	-10.1545443733924 -10.1548589354265	-10.1258268203172 -10.1248251520929	-10.1548608930419 -10.1548589354265	-10.1246424654586 -10.1260381216335	-10.1244723964564 -10.1244663825792	-10.1244704258128 -10.1244646876834
OG0004856 -10.1789181342251 -10.1789152865797	-6.30400375156996 -9.93995160840255	-9.94362183360428 -9.93195488209721	-10.1548577871496 -10.1548589354374	-10.4568113906562 -9.93890024600741	-10.1036402359509 -10.1019548088892	-10.1045038243696 -10.1016474225399
OG0004857 -10.5844500875114 -10.5843815370154	-10.560295886861 -10.5603232207883	-10.5300789580893 -10.5318701831932	-9.99648216636991 -9.49592346133707	-9.49604087136139 -9.49592413335725	-10.5299298113414 -10.5299275028374	-10.0207649191429 -10.0193265696055
OG0004858 -10.4336101002562 -10.584381358602	-10.5603239318577 -10.5603232207735	-10.5402877948577 -10.5299301134072	-10.5603240018996 -10.5603232207735	-11.0061348590216 -10.533412785363	-10.5298609786505 -10.5299275027951	-10.529936034341 -10.5299300244626
OG0004859 -10.5844319662173 -10.5843815370154	-10.5602884095592 -10.5603232207883	-10.5312771374609 -10.5318701831932	-9.49592258658459 -9.49592346133707	-9.49697519965982 -9.49592413335725	-10.5308327736314 -10.5299275028374	-10.0216611967115 -10.0193265696055
OG0004860 -10.1789151672713 -10.1789152508241	-10.1548593843795 -10.1548589354265	-10.4943119023017 -10.1248251520929	-10.1548588581959 -10.1548589354265	-10.3974022795109 -10.1260381216335	-10.1244760052395 -10.1244663825792	-9.32692845720485 -10.1244646876834
OG0004861 -10.1789146998057 -10.1789152509175	-10.1550506287404 -10.1548589500989	-10.1642714565431 -10.1248251520986	-10.1550669902683 -10.1548589500989	-10.1247792947038 -10.1260381216375	-10.1244648514434 -10.1244663838695	-10.1244617779506 -10.1244646878421
OG0004862 -10.1789176567828 -10.1789152865638	-5.96916899138601 -9.93995160840255	-9.94999679257195 -9.93195488160231	-10.1544082082593 -10.1548589310547	-9.93175202790469 -9.93890001922485	-10.2030113566816 -10.1019548088693	-10.3201643499505 -10.101647422531
OG0004863 -10.1789149151309 -10.1789152508241	-10.154864599988 -10.1548589354265	-10.1246192007747 -10.1248251520929	-8.1578893281734 -10.1548589354265	-10.1280826420449 -10.1260381216335	-10.1244646155916 -10.1244663825792	-9.16570318940714 -10.1244646876834
OG0004864 -10.1789095046838 -10.1789152505352	-10.1592955226711 -10.1548588929276	-10.1269954857133 -10.1248251520825	-10.1690931993514 -10.1548588929276	-10.1244691269454 -10.1260381216267	-10.1236300915261 -10.1244663799327	-10.1244646185337 -10.1244646873759
OG0004865 -10.5843972650468 -10.5843815370154	-11.5552695772786 -10.5603232207883	-10.6034611714226 -10.5318701831932	-9.51010139270716 -9.49592346133707	-9.50005844221266 -9.49592413335725	-10.5288833229036 -10.5299275028374	-10.01922674828 -10.0193265696055
OG0004866 -13.0302782926154 -13.0616345340859	-11.8591891916386 -11.7736751369239	-11.7104945289831 -11.71069153314	-11.7744199815811 -11.7736751369239	-10.5993873724775 -10.3071180692297	-12.4030667083778 -12.4030737828161	-10.3048765934557 -10.3048412509316
OG0004867 -10.1783464793282 -10.1789152508082	-10.1542424330483 -10.1548589310438	-11.4465816305427 -10.1862233383017	-10.1548669437707 -10.1548589310438	-7.64408550988034 -10.1260381216331	-10.1014338288264 -10.1011482146831	-10.1245082057272 -10.1244646876555
OG0004868 -10.5843818047474 -10.584381358602	-10.5603246550159 -10.5603232207735	-10.5299709603471 -10.5299301134072	-10.5603242221768 -10.5603232207735	-10.5309099177169 -10.533412785363	-10.5298828356237 -10.5299275027951	-10.5299297139301 -10.5299300244626
OG0004869 -10.5843816158491 -10.5843815370154	-10.5603279622598 -10.5603232207883	-10.5352025503516 -10.5318701831932	-9.49579996617121 -9.49592346133707	-9.51336689614307 -9.49592413335725	-10.5299297380446 -10.5299275028374	-10.0191709481253 -10.0193265696055
OG0004870 -10.1789171954635 -10.1789152866731	-10.1548597434301 -10.1548589501099	-10.1477849469236 -10.1247898279384	-9.9401739610932 -9.93995160840255	-9.93246511167853 -10.0845282016907	-10.1252944207673 -10.124466383327	-10.1016536396717 -10.1016474225936
OG0004871 -10.5843813687947 -10.584381358602	-10.5603196766867 -10.5603232207735	-9.75703164189691 -9.49592289463551	-10.5602658941021 -10.5603232207735	-10.5305042650714 -10.533412785363	-3.74822513145021 -10.0191608485452	-10.5260046007935 -10.5299300244626
OG0004872 -10.1788816427495 -10.1789152866731	-10.1564820823407 -10.1548589501099	-10.2415423760604 -10.1247898279384	-9.93995226874269 -9.93995160840255	-10.1532144058206 -10.0845282016907	-10.1247343410511 -10.124466383327	-10.1062558448675 -10.1016474225936
OG0004873 -10.1788817785959 -10.1789152509175	-10.1548589834308 -10.1548589500989	-10.1250291826637 -10.1248251520986	-10.1553830848067 -10.1548589500989	-10.1374650541741 -10.1260381216375	-10.1256325697021 -10.1244663838695	-10.1482351134962 -10.1244646878421
OG0004874 -10.584382962612 -10.5843815370154	-10.560320923973 -10.5603232207883	-10.6946563782686 -10.5318701831932	-9.49591984857419 -9.49592346133707	-9.50300262429578 -9.49592413335725	-10.5299297166753 -10.5299275028374	-10.0191712644439 -10.0193265696055
OG0004875 -10.5843732954672 -10.584381358602	-10.5603240999595 -10.5603232207735	-10.530008625101 -10.5299301134072	-10.5603239915246 -10.5603232207735	-10.5370272038344 -10.533412785363	-10.5299296774428 -10.5299275027951	-10.5299233826993 -10.5299300244626
OG0004876 -10.1788573810373 -10.1789152509334	-10.1559042383954 -10.1548589544817	-10.1246692050808 -10.1248251520994	-10.1548640735481 -10.1548589544817	-10.3406185602023 -10.126038121638	-10.1245238499281 -10.1244663841558	-10.3471332917817 -10.12446468787
OG0004877 -10.178916744526 -10.1789152509175	-10.1548690390294 -10.1548589500989	-10.1245202441655 -10.1248251520986	-10.2007406160612 -10.1548589500989	-10.1781383969057 -10.1260381216375	-10.1265801081344 -10.1244663838695	-10.1244636012602 -10.1244646878421
OG0004878 -11.2775275451339 -11.2775287886891	-11.2534799001269 -11.2534970276791	-11.2880380309671 -11.2262781089237	-11.253471091792 -11.2534970276791	-11.2238555150217 -11.2236620328943	-11.223077065806 -11.2230768749785	-11.2228237628089 -11.2231960756581
OG0004879 -12.2583586785816 -12.2583584566431	-10.9628828951814 -10.9627790810254	-10.5604058594807 -9.49495394206534	-12.0193957377893 -12.0193944278584	-10.8187003153477 -10.8530755439153	-9.49390576607316 -9.49390019874809	-12.2039060700134 -12.2039080260663
OG0004880 -10.1789176931374 -10.1789152865638	-10.1548607200223 -10.1548589310547	-10.1251584454577 -10.1247898279319	-9.93995157172995 -9.93995160840255	-9.93478431690864 -10.0845282016644	-10.132062512736 -10.1244663817505	-10.1016529570168 -10.101647422531
OG0004881 -10.1789041777595 -10.1789152865638	-9.93932191570478 -9.93995160840255	-9.93470254666536 -9.93195488160231	-10.1548582357074 -10.1548589310547	-10.3091413520858 -9.93890001922485	-10.1023512763379 -10.1019548088693	-10.1017182474925 -10.101647422531
OG0004882 -5.54006046467263 -10.1789152508082	-10.1547396881957 -10.1548589310438	-10.0435337704605 -10.1862233383017	-10.1548588788215 -10.1548589310438	-10.124500694215 -10.1260381216331	-10.101350673955 -10.1011482146831	-10.1244646504371 -10.1244646876555
OG0004883 -10.5843678628956 -10.5843813593701	-10.5603248780098 -10.5603232207907	-10.6232972814425 -10.5299301166624	-10.5603244433368 -10.5603232207907	-10.5396097797736 -10.5334128208712	-10.529929518945 -10.5299275027953	-10.5299296986457 -10.5299300245958
OG0004884 -10.1789276205336 -10.1789152865638	-10.1548588480057 -10.1548589310547	-10.3546734013947 -10.1247898279319	-9.93988466870105 -9.93995160840255	-10.6392893388935 -10.0845282016644	-10.125008976611 -10.1244663817505	-10.1017019707788 -10.101647422531
OG0004885 -5.48710722735413 -10.1789152508082	-10.1548589753821 -10.1548589310438	-9.93177383534993 -10.1862233383017	-10.1541903140133 -10.1548589310438	-10.1494076416461 -10.1260381216331	-6.64727946804675 -10.1011482146831	-10.3673874770147 -10.1244646876555
OG0004886 -10.1789106769141 -10.1789152509175	-10.1548590402675 -10.1548589500989	-8.49538240227843 -10.1248251520986	-10.1548590653623 -10.1548589500989	-10.1277222048431 -10.1260381216375	-10.1244666318323 -10.1244663838695	-10.1244632928538 -10.1244646878421
OG0004887 -7.05616643533993 -7.05616648245138	-6.96960134972415 -6.96083011419451	-6.82578776768902 -6.80202556672285	-6.95952545447431 -6.96083011419451	-7.09704069784534 -6.83723729531714	-6.78899935803206 -6.80650935946817	-6.84009134923132 -6.82462572614425
OG0004888 -10.1789200012639 -10.1789152865638	-10.1548585083261 -10.1548589310547	-10.1771783294919 -10.1247898279319	-9.96854805736251 -9.93995160840255	-9.93502604330657 -10.0845282016644	-10.1244652293763 -10.1244663817505	-10.1016743882094 -10.101647422531
OG0004889 -11.2772069368209 -11.2775287886891	-11.2534715923155 -11.2534970276791	-11.2230783530189 -11.2262781089237	-11.2534712804514 -11.2534970276791	-11.3898336808588 -11.2236620328943	-11.2224691454237 -11.2230768749785	-11.2230823064399 -11.2231960756581
OG0004890 -10.584381965348 -10.5843815370154	-9.49592266392908 -9.49592346133707	-9.50704261455989 -9.4959633024438	-10.5603263612329 -10.5603232207883	-9.49678634554078 -9.49836451863837	-10.022374147138 -10.0207025279127	-10.0197816668687 -10.0193265696055
OG0004891 -10.5831872664361 -10.584381358602	-10.5605133813535 -10.5603232207735	-10.5307234454084 -10.5299301134072	-8.53558839435517 -10.5603232207735	-10.5323265627927 -10.533412785363	-10.5289193230023 -10.5299275027951	-10.5299359608154 -10.5299300244626
OG0004892 -10.5843766709137 -10.584381358602	-10.5603240413231 -10.5603232207735	-10.5309839956351 -10.5299301134072	-10.5599262577124 -10.5603232207735	-10.5299350133378 -10.533412785363	-10.529963447693 -10.5299275027951	-10.5299331357234 -10.5299300244626
OG0004893 -10.5843816761376 -10.5843815370154	-10.5603250752273 -10.5603232207883	-10.5301512919447 -10.5318701831932	-9.49592222895538 -9.49592346133707	-9.71227932411381 -9.49592413335725	-10.5299322056542 -10.5299275028374	-10.019693397712 -10.0193265696055
OG0004894 -10.1789126374839 -10.1789152509334	-10.1559485414611 -10.1548589544817	-10.3312196228509 -10.1248251520994	-10.1548587395334 -10.1548589544817	-10.179574257295 -10.126038121638	-10.1244660318697 -10.1244663841558	-10.1244656642284 -10.12446468787
OG0004895 -10.1789167098303 -10.1789152509175	-10.1548591467592 -10.1548589500989	-10.2732038561039 -10.1248251520986	-10.1549196178702 -10.1548589500989	-10.1266747862935 -10.1260381216375	-10.223791326083 -10.1244663838695	-10.1244455989593 -10.1244646878421
OG0004896 -11.2775292744804 -11.2775288259147	-11.2534735108937 -11.2534970223453	-11.2230907476771 -11.2232340069733	-10.1890699009055 -10.1890838484641	-10.2116357213262 -10.1985358448352	-11.3696203410851 -11.2230768749565	-10.7123592830536 -10.7123406272686
OG0004897 -10.5844003817727 -10.5843815370154	-10.5603240349148 -10.5603232207883	-10.5300009135565 -10.5318701831932	-9.49592271938682 -9.49592346133707	-9.4959966833367 -9.49592413335725	-10.5299097677505 -10.5299275028374	-10.0191713873375 -10.0193265696055
OG0004898 -11.9706762039835 -11.9706759257928	-11.6662254657655 -11.9466185758342	-12.101764105903 -11.6507601125612	-11.9459428587554 -11.9466185758342	-11.9190754983366 -11.9162266581477	-11.9315056967063 -11.9162242244833	-10.9851537478025 -11.9163597291422
OG0004899 -10.8720639222303 -10.8720639575243	-9.57648759097096 -9.5786406307365	-9.51757140298437 -9.55003735411176	-10.6377848925348 -10.6330993402924	-9.44492246926671 -9.43136644753995	-10.206865302207 -10.206102415083	-10.8252379989437 -10.8178538014165
OG0004900 -10.5843817905809 -10.584381358602	-10.5603240836607 -10.5603232207735	-10.5633564360934 -10.5299301134072	-10.5600003766862 -10.5603232207735	-10.5318440577239 -10.533412785363	-10.5299298482869 -10.5299275027951	-10.5299279201404 -10.5299300244626
OG0004901 -12.6594298872909 -12.6594831242233	-11.5854892166276 -11.3692109977691	-11.304453510128 -11.3045069432806	-12.6048991578768 -12.604899097386	-11.3046305409651 -11.3321244542474	-12.0016678662787 -11.9976125173446	-12.0202057616074 -11.997599416621
OG0004902 -10.584382637241 -10.5843815370154	-10.5603014115453 -10.5603232207883	-10.5309821639926 -10.5318701831932	-9.49592265942909 -9.49592346133707	-9.77877561046141 -9.49592413335725	-10.529929803705 -10.5299275028374	-10.0216095362507 -10.0193265696055
OG0004903 -10.1789167787486 -10.1789152507686	-10.1547535541403 -10.1548589222771	-10.1264385760706 -10.1248251520912	-10.154859301922 -10.1548589222771	-10.1310861881395 -10.1260381216324	-10.1244733380862 -10.1244663818643	-7.24409745997189 -10.1244646876137
OG0004904 -12.6594809268727 -12.6594831272355	-11.3689777923144 -11.3692109978208	-11.331855883194 -11.4136958329123	-12.6048991496804 -12.6048991141781	-11.3050415437479 -11.3922332585633	-12.0061512664296 -11.9976125177546	-11.9976158374188 -11.9975994179274
