chrom	begin	end	length_gene	length_rpt	length_LINE	length_SINE	length_DNA	length_LTR
LR999926.1	9900001	10000000	10184	19533	4339	4544	1609	961
LR999926.1	10000001	10100000	11581	24926	6184	4789	5888	1485
LR999926.1	10100001	10200000	13383	26454	12800	4217	3042	645
LR999926.1	10200001	10300000	7751	46162	11860	3719	3000	2943
LR999926.1	10300001	10400000	4235	51277	16982	5198	803	4923
LR999926.1	10400001	10500000	1268	37734	12063	12678	4635	354
LR999926.1	10500001	10600000	3847	24492	7275	5807	855	1035
LR999926.1	10600001	10700000	5731	27453	10167	7203	2736	66
LR999926.1	10700001	10800000	1009	24354	6322	7055	1431	3764
LR999926.1	10800001	10900000	3986	37161	10377	7935	1445	7027
LR999926.1	10900001	11000000	13629	25212	10031	2545	4113	2112
LR999926.1	11000001	11100000	19823	26395	5780	3275	1851	5961
LR999926.1	11100001	11200000	0	26821	12463	5537	2501	702
LR999926.1	11200001	11300000	9695	19102	7181	5811	1024	1047
LR999926.1	11300001	11400000	5083	21057	8203	4305	2131	1473
LR999926.1	11400001	11500000	8867	25834	8544	4904	3545	79
LR999926.1	11500001	11600000	3259	33534	11292	8511	2500	983
LR999926.1	11600001	11700000	1693	29555	8801	6169	1993	6010
LR999926.1	11700001	11800000	17005	20763	7335	4796	931	702
LR999926.1	11800001	11900000	2031	40312	16145	8656	1915	793
LR999926.1	11900001	12000000	1002	50746	15146	11293	3986	6806
LR999926.1	12000001	12100000	96	51417	23391	9819	2273	7498
LR999926.1	12100001	12200000	4180	48188	17582	7690	3827	948
LR999926.1	12200001	12300000	128	51269	21552	4412	2438	3394
LR999926.1	12300001	12400000	1825	39468	15008	7195	2560	356
LR999926.1	12400001	12500000	1365	50957	23865	13929	2870	1117
LR999926.1	12500001	12600000	469	47720	19441	10022	3324	2190
LR999926.1	12600001	12700000	0	45837	15407	10876	2889	4048
LR999926.1	12700001	12800000	436	46786	16651	9154	3895	1329
LR999926.1	12800001	12900000	1885	39737	15952	9736	3683	1609
LR999926.1	12900001	13000000	12206	32500	13268	7422	2509	835
LR999926.1	13000001	13100000	12724	28915	9366	7487	1393	1257
LR999926.1	13100001	13200000	11276	25154	6915	5438	4294	301
LR999926.1	13200001	13300000	11174	27787	8373	5973	1090	6987
LR999926.1	13300001	13400000	6682	23991	6960	5518	2238	138
LR999926.1	13400001	13500000	6238	28271	9530	3988	2143	2075
LR999926.1	13500001	13600000	0	38805	14416	8671	1725	3178
LR999926.1	13600001	13700000	5963	37331	9689	9620	1949	5373
LR999926.1	13700001	13800000	2320	49503	19848	8801	2819	2619
LR999926.1	13800001	13900000	0	48603	16210	7606	1987	923
LR999926.1	13900001	14000000	1713	50058	24957	9552	3113	1313
LR999926.1	14000001	14100000	0	40849	16217	10623	2533	1138
LR999926.1	14100001	14200000	2120	38393	15907	12086	2237	385
LR999926.1	14200001	14300000	0	41846	13869	11583	2894	5121
LR999926.1	14300001	14400000	584	41814	19518	10876	1567	477
LR999926.1	14400001	14500000	0	43902	17849	9568	3894	1350
LR999926.1	14500001	14600000	0	41990	15998	9003	2002	7054
LR999926.1	14600001	14700000	3432	44401	19743	11213	4079	495
LR999926.1	14700001	14800000	0	45984	19160	9355	1551	1402
LR999926.1	14800001	14900000	0	45427	21080	10307	1952	1300
LR999926.1	14900001	15000000	0	48797	19709	12234	1248	4361
LR999926.1	15000001	15100000	3923	39540	17400	8625	2622	1169
LR999926.1	15100001	15200000	288	48633	18775	9967	1905	85
LR999926.1	15200001	15300000	1253	50470	23282	8566	2315	1395
LR999926.1	15300001	15400000	0	51756	16914	6604	3770	1087
LR999926.1	15400001	15500000	491	37750	13245	9005	2575	1151
LR999926.1	15500001	15600000	732	50708	18946	6731	1151	13459
LR999926.1	15600001	15700000	0	39580	16755	8236	3631	5068
LR999926.1	15700001	15800000	0	38796	14435	7809	2713	365
LR999926.1	15800001	15900000	682	34866	14543	8351	3031	365
LR999926.1	15900001	16000000	0	29571	14814	7025	2009	492
LR999926.1	16000001	16100000	1444	31039	13376	8192	1574	818
LR999926.1	16100001	16200000	4412	29655	12087	5485	2077	472
LR999926.1	16200001	16300000	4273	14005	4855	1714	50	1618
LR999926.1	16300001	16362069	2956	10254	5174	821	646	578
LR999927.1	1	100000	3543	80155	74228		72	0
LR999927.1	100001	200000	10357	77798	67321	30	486	780
LR999927.1	200001	300000	8905	34032	18018	2736	329	4912
LR999927.1	300001	400000	5880	48303	14398	1416	1897	14619
LR999927.1	400001	500000	5655	34266	16801	4859	2590	635
LR999927.1	500001	600000	2113	37799	12260	7419	2334	1939
LR999927.1	600001	700000	0	37456	9210	5713	1637	7855
LR999927.1	700001	800000	11760	29584	10242	6364	3217	1073
LR999927.1	800001	900000	5054	31000	15290	5506	2581	565
LR999927.1	900001	1000000	4783	34378	10085	6901	2530	1440
LR999927.1	1000001	1100000	1990	41048	14388	9501	1613	1624
LR999927.1	1100001	1200000	10357	28116	12807	5532	1753	780
LR999927.1	1200001	1300000	6160	45601	15777	8528	1890	6729
LR999927.1	1300001	1400000	0	44150	20848	9676	4996	1374
LR999927.1	1400001	1500000	14414	33656	14157	5525	7056	332
LR999927.1	1500001	1600000	2496	23365	9761	7614	1987	793
LR999927.1	1600001	1700000	0	32844	14059	6053	1741	1364
LR999927.1	1700001	1800000	13927	30877	13641	5458	2934	883
LR999927.1	1800001	1900000	2938	24134	4968	4820	1143	5832
LR999927.1	1900001	2000000	0	35440	15931	9286	1382	752
LR999927.1	2000001	2100000	0	38443	12488	9172	2254	3166
LR999927.1	2100001	2200000	6569	27725	7620	7617	3233	653
LR999927.1	2200001	2300000	4090	35254	10981	7817	2120	642
LR999927.1	2300001	2400000	7351	46971	18058	10094	3595	818
LR999927.1	2400001	2500000	8715	30204	9533	7948	1378	549
LR999927.1	2500001	2600000	5164	44830	13338	9161	7325	585
LR999927.1	2600001	2700000	6915	43440	13881	7460	3780	6202
LR999927.1	2700001	2800000	1172	46157	20992	11581	3548	471
LR999927.1	2800001	2900000	0	44645	14893	13373	3420	5261
LR999927.1	2900001	3000000	8355	49467	20188	10782	5375	1817
LR999927.1	3000001	3100000	4070	21466	7592	6731	1469	439
LR999927.1	3100001	3200000	5037	50311	15094	5653	3850	7709
LR999927.1	3200001	3300000	598	56362	18873	7042	2354	2424
LR999927.1	3300001	3400000	0	43308	14728	4473	586	6148
LR999927.1	3400001	3500000	1878	57170	22961	2461	1305	1717
LR999927.1	3500001	3600000	210	57493	14232	5941	2102	10141
LR999927.1	3600001	3700000	848	56932	9369	4049	1350	22660
LR999927.1	3700001	3800000	0	52497	25032	2952	856	8950
LR999927.1	3800001	3900000	416	50729	15855	4280	2017	8047
LR999927.1	3900001	4000000	645	47575	17683	3944	1288	2069
LR999927.1	4000001	4100000	770	57461	20553	4310	3138	11026
LR999927.1	4100001	4200000	201	61238	15354	2268	2421	23933
LR999927.1	4200001	4300000	1423	52974	20328	3422	2669	6981
LR999927.1	4300001	4400000	246	54966	18320	5910	2465	7224
LR999927.1	4400001	4500000	1551	44863	15748	4855	2051	711
LR999927.1	4500001	4600000	0	53295	19557	4497	4707	134
LR999927.1	4600001	4700000	333	44162	14928	5542	2634	2186
LR999927.1	4700001	4800000	2146	21161	5158	4859	495	1884
LR999927.1	4800001	4900000	0	21051	6872	3840	1085	5358
LR999927.1	4900001	5000000	17433	19004	4648	1535	1643	1773
LR999927.1	5000001	5100000	1099	21479	10343	4842	1913	0
LR999927.1	5100001	5200000	6274	19806	7197	4300	934	477
LR999927.1	5200001	5300000	6959	22979	9875	5141	1070	160
LR999927.1	5300001	5400000	2293	31038	13426	6325	2828	361
LR999927.1	5400001	5500000	1410	29149	14229	7198	1313	0
LR999927.1	5500001	5600000	4087	33675	12498	5876	4040	386
LR999927.1	5600001	5700000	3389	29644	12413	5149	1825	268
LR999927.1	5700001	5800000	13352	22350	7176	3838	3776	608
LR999927.1	5800001	5900000	1951	16739	6012	4418	698	332
LR999927.1	5900001	6000000	566	20632	6046	5913	1720	836
LR999927.1	6000001	6100000	0	18799	5539	3637	721	1409
LR999927.1	6100001	6200000	6483	11831	4677	1549	792	232
LR999927.1	6200001	6300000	0	8720	1372	1269	90	2949
LR999927.1	6300001	6400000	7345	20178	9635	2106	1580	867
LR999927.1	6400001	6500000	6414	21474	8942	3153	2361	486
LR999927.1	6500001	6600000	840	18827	11806	3708	103	63
LR999927.1	6600001	6700000	1017	13084	4782	3167	1694	0
LR999927.1	6700001	6800000	1327	26433	8265	5231	1733	6331
LR999927.1	6800001	6900000	0	19742	11093	3415	737	473
LR999927.1	6900001	7000000	10691	22047	5340	2213	3788	680
LR999927.1	7000001	7100000	4166	21633	3828	3271	4656	529
LR999927.1	7100001	7200000	4824	22767	7676	6024	2008	497
LR999927.1	7200001	7300000	700	22021	7439	4314	896	0
LR999927.1	7300001	7400000	1716	21828	5354	6123	851	2136
LR999927.1	7400001	7500000	10036	25519	6601	2536	3790	6122
LR999927.1	7500001	7600000	0	24585	5668	5689	2179	6122
LR999927.1	7600001	7700000	2500	33468	10494	4630	2487	6124
LR999927.1	7700001	7800000	882	42751	17280	5024	1757	7096
LR999927.1	7800001	7900000	1431	41146	7542	4978	1977	5156
LR999927.1	7900001	8000000	1165	26068	9716	8625	1899	455
LR999927.1	8000001	8100000	0	35540	9899	7925	2191	777
LR999927.1	8100001	8200000	0	37177	10793	5347	2351	14017
LR999927.1	8200001	8300000	0	18911	6442	4606	2235	167
LR999927.1	8300001	8400000	12313	21788	6348	4545	4148	701
LR999927.1	8400001	8500000	4748	33975	18889	3983	804	889
LR999927.1	8500001	8600000	3673	39412	12268	6712	5942	5154
LR999927.1	8600001	8700000	0	36222	13180	7649	1984	815
LR999927.1	8700001	8800000	0	32675	11732	7758	672	604
LR999927.1	8800001	8900000	911	36833	21774	8111	3051	215
LR999927.1	8900001	9000000	3637	32113	13261	7628	3930	532
LR999927.1	9000001	9100000	4521	37359	16056	5326	1112	5935
LR999927.1	9100001	9200000	7290	29126	11884	3719	2222	2960
LR999927.1	9200001	9300000	6899	28983	13416	3148	4317	2307
LR999927.1	9300001	9400000	857	33966	14986	7309	3677	882
LR999927.1	9400001	9500000	776	31140	7581	6985	1009	1107
LR999927.1	9500001	9600000	0	28824	7812	8142	3309	3882
LR999927.1	9600001	9700000	0	30852	9917	5967	4877	39
LR999927.1	9700001	9800000	3016	16879	5793	5674	863	0
LR999927.1	9800001	9900000	6809	25141	10049	4707	2458	707
LR999927.1	9900001	10000000	1306	29390	10835	6117	2033	1414
LR999927.1	10000001	10100000	11612	19387	4941	2868	2171	370
LR999927.1	10100001	10200000	3006	27648	11201	7172	1453	219
LR999927.1	10200001	10300000	6713	28858	10603	8126	4162	1061
LR999927.1	10300001	10400000	310	30051	10475	10095	3357	861
LR999927.1	10400001	10500000	2945	33580	13949	5965	6975	596
LR999927.1	10500001	10600000	0	35736	9971	9292	4636	5198
LR999927.1	10600001	10700000	8159	28391	9538	6624	1256	170
LR999927.1	10700001	10800000	3863	47950	21411	7472	1207	539
LR999927.1	10800001	10900000	0	46946	15024	8516	2695	10240
LR999927.1	10900001	11000000	0	47175	17660	8130	6546	1594
LR999927.1	11000001	11100000	1436	34902	8976	6086	3172	305
LR999927.1	11100001	11200000	0	41402	19752	4770	2132	1050
LR999927.1	11200001	11300000	7618	22583	7623	5229	2008	449
LR999927.1	11300001	11400000	3703	32883	8385	5396	5505	472
LR999927.1	11400001	11500000	2611	37623	17288	6702	1218	4607
LR999927.1	11500001	11600000	1634	28241	13597	5652	2293	1624
LR999927.1	11600001	11700000	0	28459	13697	6826	1277	745
LR999927.1	11700001	11800000	3796	23559	8233	6120	2064	61
LR999927.1	11800001	11900000	0	26583	11214	9167	2387	391
LR999927.1	11900001	12000000	0	34588	16649	8271	1373	471
LR999927.1	12000001	12100000	3859	19477	6312	7688	1554	0
LR999927.1	12100001	12200000	1522	37687	19794	6392	1361	570
LR999927.1	12200001	12300000	1119	41782	11339	9061	1155	13375
LR999927.1	12300001	12400000	718	36035	11669	8861	3159	513
LR999927.1	12400001	12500000	16820	28452	7633	4977	5425	1875
LR999927.1	12500001	12600000	10143	28641	11881	6227	3751	45
LR999927.1	12600001	12700000	0	28792	8242	8557	4124	327
LR999927.1	12700001	12800000	0	31933	9775	8723	963	1190
LR999927.1	12800001	12900000	0	33663	10740	9147	1864	2758
LR999927.1	12900001	13000000	3721	25176	12680	7097	849	0
LR999927.1	13000001	13100000	340	34270	17755	7151	1794	256
LR999927.1	13100001	13200000	3072	28844	9699	8774	4020	781
LR999927.1	13200001	13300000	0	30617	12798	7705	1564	358
LR999927.1	13300001	13400000	0	32291	11993	9665	2479	983
LR999927.1	13400001	13500000	1028	39755	16280	9798	4769	410
LR999927.1	13500001	13600000	3854	33790	14789	8227	1425	428
LR999927.1	13600001	13700000	0	35041	10676	8994	1820	362
LR999927.1	13700001	13800000	899	32899	14157	8438	3355	834
LR999927.1	13800001	13900000	0	30962	7930	11652	2114	225
LR999927.1	13900001	14000000	3802	28088	13563	7536	886	566
LR999927.1	14000001	14100000	0	27865	9255	8291	2452	345
LR999927.1	14100001	14200000	17446	30118	11267	7055	2709	845
LR999927.1	14200001	14300000	4145	41354	15605	8065	4197	1357
LR999927.1	14300001	14400000	0	55397	22010	10442	1327	11892
LR999927.1	14400001	14500000	1293	47188	26073	9484	2953	2044
LR999927.1	14500001	14600000	0	46212	22487	9564	3040	959
LR999927.1	14600001	14700000	0	43321	15696	11278	1824	6540
LR999927.1	14700001	14800000	2187	55642	24766	9302	5790	944
LR999927.1	14800001	14900000	0	56411	25082	14562	3317	264
LR999927.1	14900001	15000000	1915	54673	26152	9339	6470	4885
LR999927.1	15000001	15100000	7214	46365	15963	8604	5338	692
LR999927.1	15100001	15200000	3910	47751	18552	12511	5237	880
LR999927.1	15200001	15300000	0	32651	12412	7163	2045	568
LR999927.1	15300001	15400000	304	25317	8200	7738	3479	532
LR999927.1	15400001	15500000	0	51106	19787	9687	2660	6921
LR999927.1	15500001	15600000	6153	39637	11462	8544	1554	7273
LR999927.1	15600001	15700000	13959	30540	9540	4470	4241	557
LR999927.1	15700001	15800000	4522	30876	7554	5132	6386	6216
LR999927.1	15800001	15900000	7902	33412	11233	6942	2344	2520
LR999927.1	15900001	16000000	11050	27128	9498	3766	1828	3125
LR999927.1	16000001	16090551	8495	27109	9857	1176	1672	5397
LR999928.1	1	100000	13376	22681	7388	2177	618	4717
LR999928.1	100001	200000	0	36330	12391	7961	1423	5720
LR999928.1	200001	300000	0	50076	14328	8205	2712	8333
LR999928.1	300001	400000	0	42300	20470	9495	2187	2002
LR999928.1	400001	500000	0	54126	27503	10388	1598	2087
LR999928.1	500001	600000	2309	43503	14730	8925	3541	1517
LR999928.1	600001	700000	2367	35366	15616	11045	2490	553
LR999928.1	700001	800000	247	39462	16021	13776	4248	372
LR999928.1	800001	900000	643	45872	13752	9044	1888	10082
LR999928.1	900001	1000000	10261	34989	11215	6849	2952	568
LR999928.1	1000001	1100000	6373	46259	19200	6149	2214	7969
LR999928.1	1100001	1200000	6678	42263	9461	3303	4960	10145
LR999928.1	1200001	1300000	2329	44098	11924	9927	789	1560
LR999928.1	1300001	1400000	0	43407	21913	11151	2553	1441
LR999928.1	1400001	1500000	2097	34270	13678	8462	1885	356
LR999928.1	1500001	1600000	1681	39525	16347	7262	1985	897
LR999928.1	1600001	1700000	675	44199	16966	9791	1669	4368
LR999928.1	1700001	1800000	0	50131	14081	9568	2858	13547
LR999928.1	1800001	1900000	5568	38517	11632	8810	7337	835
LR999928.1	1900001	2000000	3047	39062	14548	12446	1308	631
LR999928.1	2000001	2100000	1437	33687	13462	7198	1850	351
LR999928.1	2100001	2200000	961	36079	17767	6727	5481	1183
LR999928.1	2200001	2300000	2709	43830	17532	8365	2729	281
LR999928.1	2300001	2400000	0	42774	14860	7032	4297	679
LR999928.1	2400001	2500000	548	41157	15723	8843	2038	1009
LR999928.1	2500001	2600000	2977	31713	17558	5910	1953	143
LR999928.1	2600001	2700000	3599	26986	9879	6269	1801	761
LR999928.1	2700001	2800000	1561	18815	6590	6231	698	244
LR999928.1	2800001	2900000	3065	16690	5532	3744	2112	181
LR999928.1	2900001	3000000	0	26423	8099	8220	1974	759
LR999928.1	3000001	3100000	0	30039	13521	7494	3015	477
LR999928.1	3100001	3200000	15871	28846	10435	3031	3106	5915
LR999928.1	3200001	3300000	5682	32983	10150	8299	2166	2060
LR999928.1	3300001	3400000	0	37526	17631	7958	1420	650
LR999928.1	3400001	3500000	1498	38573	18418	8294	1249	569
LR999928.1	3500001	3600000	0	49145	29596	8195	2143	3140
LR999928.1	3600001	3700000	0	31269	13396	9140	2759	652
LR999928.1	3700001	3800000	345	29073	10146	7368	4323	1856
LR999928.1	3800001	3900000	0	36239	16146	7699	2313	934
LR999928.1	3900001	4000000	0	35654	12960	8592	4888	277
LR999928.1	4000001	4100000	537	41672	15041	9601	5582	4533
LR999928.1	4100001	4200000	0	48739	17009	8878	4085	5854
LR999928.1	4200001	4300000	0	43199	20453	6787	1600	508
LR999928.1	4300001	4400000	3036	47799	24513	6462	1192	2296
LR999928.1	4400001	4500000	15613	22536	6970	2299	3307	2813
LR999928.1	4500001	4600000	5763	39811	16966	5517	3384	501
LR999928.1	4600001	4700000	1661	45559	15062	6274	3167	6615
LR999928.1	4700001	4800000	2377	41193	13346	q6842	3371	5649
LR999928.1	4800001	4900000	3313	36185	13574	7314	2572	1518
LR999928.1	4900001	5000000	1157	37918	14989	9076	2811	1046
LR999928.1	5000001	5100000	3892	27544	9214	7056	2109	254
LR999928.1	5100001	5200000	9282	25484	7473	6332	3449	0
LR999928.1	5200001	5300000	5122	18665	4312	3686	3953	45
LR999928.1	5300001	5400000	10747	27107	9563	6213	2246	349
LR999928.1	5400001	5500000	0	27426	8338	5999	451	894
LR999928.1	5500001	5600000	0	30024	12651	6611	942	973
LR999928.1	5600001	5700000	3152	23100	7825	5745	1271	201
LR999928.1	5700001	5800000	0	25754	10292	10012	558	607
LR999928.1	5800001	5900000	4703	31370	11843	5468	934	1485
LR999928.1	5900001	6000000	8932	24692	6840	6876	1536	1782
LR999928.1	6000001	6100000	15458	18114	7985	3629	1318	260
LR999928.1	6100001	6200000	6888	18864	5858	3821	1181	596
LR999928.1	6200001	6300000	15049	24240	8057	3334	3776	415
LR999928.1	6300001	6400000	4878	16131	5915	2570	1561	783
LR999928.1	6400001	6500000	22335	24486	9943	4520	2491	375
LR999928.1	6500001	6600000	10673	23901	11256	2147	2126	693
LR999928.1	6600001	6700000	7511	14656	4294	4007	581	201
LR999928.1	6700001	6800000	1752	18449	6842	3791	1018	54
LR999928.1	6800001	6900000	17771	20261	7264	1283	1426	6393
LR999928.1	6900001	7000000	8867	24110	13272	4996	1545	71
LR999928.1	7000001	7100000	2437	13838	3243	3509	1004	372
LR999928.1	7100001	7200000	0	23477	7486	6106	731	603
LR999928.1	7200001	7300000	2421	23318	9155	6705	564	1060
LR999928.1	7300001	7400000	6130	14178	4484	3506	1056	368
LR999928.1	7400001	7500000	9428	17362	6492	3514	2884	436
LR999928.1	7500001	7600000	1907	26479	14519	4783	2978	419
LR999928.1	7600001	7700000	3980	20842	6157	5736	2652	571
LR999928.1	7700001	7800000	6290	12545	2757	3861	437	383
LR999928.1	7800001	7900000	10438	21975	10302	2896	2385	273
LR999928.1	7900001	8000000	7250	14981	6132	2643	1135	279
LR999928.1	8000001	8100000	11378	24597	8875	3271	5147	916
LR999928.1	8100001	8200000	2237	25916	14676	6021	1261	550
LR999928.1	8200001	8300000	237	25293	5110	6662	5071	385
LR999928.1	8300001	8400000	1472	23692	11527	5341	633	34
LR999928.1	8400001	8500000	14384	14535	4706	2326	3208	274
LR999928.1	8500001	8600000	1279	35436	9722	9124	600	8153
LR999928.1	8600001	8700000	0	32868	7467	5725	3490	5641
LR999928.1	8700001	8800000	1374	37846	18951	6091	470	777
LR999928.1	8800001	8900000	6948	23614	5251	3785	2919	7299
LR999928.1	8900001	9000000	8423	25352	4502	5562	2851	3453
LR999928.1	9000001	9100000	0	20562	5566	4934	2387	461
LR999928.1	9100001	9200000	5363	24259	7764	4554	931	5744
LR999928.1	9200001	9300000	4814	21186	5001	2730	1755	401
LR999928.1	9300001	9400000	12738	18679	5297	4298	1742	372
LR999928.1	9400001	9500000	4252	18416	6447	4370	76	453
LR999928.1	9500001	9600000	11021	19303	9217	4551	726	312
LR999928.1	9600001	9700000	1836	29961	6796	4958	1992	7259
LR999928.1	9700001	9800000	2028	13633	5568	4040	487	539
LR999928.1	9800001	9900000	13617	18603	8572	3198	1334	631
LR999928.1	9900001	10000000	3191	27437	8912	6561	3764	1280
LR999928.1	10000001	10100000	1605	37364	15941	8128	2662	4269
LR999928.1	10100001	10200000	6367	24637	7245	4687	2640	894
LR999928.1	10200001	10300000	2923	22487	6726	5661	1464	524
LR999928.1	10300001	10400000	1180	25539	8525	6249	830	1083
LR999928.1	10400001	10500000	2274	33900	10967	9175	2291	1280
LR999928.1	10500001	10600000	0	25312	13424	5307	632	330
LR999928.1	10600001	10700000	0	29839	16934	5188	759	1095
LR999928.1	10700001	10800000	0	18978	8872	5085	1297	179
LR999928.1	10800001	10900000	260	19677	11302	3651	513	306
LR999928.1	10900001	11000000	0	18340	8469	4327	991	185
LR999928.1	11000001	11100000	15222	22701	11731	4443	2437	77
LR999928.1	11100001	11200000	14960	22417	8376	4957	1467	886
LR999928.1	11200001	11300000	0	39101	12151	5426	1359	2127
LR999928.1	11300001	11400000	536	37629	14458	6650	4310	956
LR999928.1	11400001	11500000	767	42832	23812	6806	1716	1048
